source_id,target_id,edge_kind,shared_length_m,centroid_dist_m,walk_dist_m,walk_time_min,cross_arterial,cross_rail,cross_river,cross_elevated,has_crossing_facility,crossing_type,barrier_cost,angular_cost,edge_cost,edge_conductance,edge_weight_norm
plot_10074,plot_7169,proximity_bridge,0.0,150.252,183.308,2.1997,0,1,0,0,0,,5.0,0.0,7.1997,0.16859519522814692,0.039781
plot_10080,plot_16987,proximity_bridge,0.0,84.97,103.663,1.244,0,0,0,0,0,,0.0,0.0,1.244,0.34453116372685755,0.117513
plot_10080,plot_19426,proximity_bridge,0.0,92.052,112.303,1.3476,0,0,0,0,0,,0.0,0.0,1.3476,0.34027446675200973,0.116061
plot_10080,plot_6601,proximity_bridge,0.0,102.039,124.487,1.4938,0,0,0,0,0,,0.0,0.0,1.4938,0.3343567534727881,0.114043
plot_10080,plot_6616,proximity_bridge,0.0,91.875,112.088,1.3451,0,0,0,0,0,,0.0,0.0,1.3451,0.34037656440591774,0.116096
plot_10080,plot_6768,proximity_bridge,0.0,89.683,109.413,1.313,0,0,0,0,0,,0.0,0.0,1.313,0.3416902234149322,0.116544
plot_10080,plot_6835,proximity_bridge,0.0,111.563,136.107,1.6333,0,0,0,0,0,,0.0,0.0,1.6333,0.3288062090934806,0.11215
plot_10080,plot_6844,parcel_touch,42.213,58.825,71.766,0.8612,0,0,0,0,0,,0.0,0.0,0.8612,0.9018166951735676,0.307593
plot_10081,plot_10082,parcel_touch,49.377,84.905,103.584,1.243,0,0,0,0,0,,0.0,0.0,1.243,0.8614312748680709,0.274837
plot_10081,plot_10083,parcel_touch,72.707,73.423,89.576,1.0749,0,0,0,0,0,,0.0,0.0,1.0749,0.8789845132964561,0.280437
plot_10081,plot_10114,parcel_touch,65.612,56.315,68.704,0.8244,0,0,0,0,0,,0.0,0.0,0.8244,0.9058079238462676,0.288995
plot_10081,plot_19749,proximity_bridge,0.0,127.432,155.468,1.8656,0,0,0,0,0,,0.0,0.0,1.8656,0.3197669813019334,0.102021
plot_10081,plot_7092,proximity_bridge,0.0,151.11,184.354,2.2122,0,1,0,0,0,,5.0,0.0,7.2122,0.16834249201010007,0.053709
plot_10082,plot_10081,parcel_touch,49.377,84.905,103.584,1.243,0,0,0,0,0,,0.0,0.0,1.243,0.8614312748680709,0.237685
plot_10082,plot_10083,parcel_touch,46.91,53.332,65.065,0.7808,0,0,0,0,0,,0.0,0.0,0.7808,0.9105595302670967,0.25124
plot_10082,plot_10114,proximity_bridge,0.0,113.582,138.57,1.6628,0,0,0,0,0,,0.0,0.0,1.6628,0.32764429291830854,0.090403
plot_10082,plot_3088,proximity_bridge,0.0,79.441,96.918,1.163,0,0,0,0,0,,0.0,0.0,1.163,0.34789633487544097,0.095991
plot_10082,plot_3089,proximity_bridge,0.0,115.29,140.654,1.6878,0,0,0,0,0,,0.0,0.0,1.6878,0.3266628329655776,0.090132
plot_10082,plot_3121,proximity_bridge,0.0,76.183,92.944,1.1153,0,0,0,0,0,,0.0,0.0,1.1153,0.3498934036544237,0.096542
plot_10082,plot_3397,proximity_bridge,0.0,135.337,165.111,1.9813,0,0,0,0,0,,0.0,0.0,1.9813,0.3153580144062094,0.087013
plot_10082,plot_6293,proximity_bridge,0.0,97.986,119.543,1.4345,0,1,0,0,0,,5.0,0.0,6.4345,0.18480931191859565,0.050992
plot_10083,plot_10081,parcel_touch,72.707,73.423,89.576,1.0749,0,0,0,0,0,,0.0,0.0,1.0749,0.8789845132964561,0.181935
plot_10083,plot_10082,parcel_touch,46.91,53.332,65.065,0.7808,0,0,0,0,0,,0.0,0.0,0.7808,0.9105595302670967,0.18847
plot_10083,plot_10114,parcel_touch,6.916,72.804,88.821,1.0659,0,0,0,0,0,,0.0,0.0,1.0659,0.8799343293791788,0.182131
plot_10083,plot_19749,parcel_touch,74.007,92.197,112.48,1.3498,0,0,0,0,0,,0.0,0.0,1.3498,0.850461615374071,0.176031
plot_10083,plot_3088,proximity_bridge,0.0,113.409,138.359,1.6603,0,0,0,0,0,,0.0,0.0,1.6603,0.3277426009516517,0.067837
plot_10083,plot_3089,proximity_bridge,0.0,104.33,127.282,1.5274,0,0,0,0,0,,0.0,0.0,1.5274,0.33301134121659376,0.068928
plot_10083,plot_3121,proximity_bridge,0.0,88.013,107.376,1.2885,0,0,0,0,0,,0.0,0.0,1.2885,0.3426962708368264,0.070932
plot_10083,plot_3397,proximity_bridge,0.0,148.899,181.657,2.1799,0,0,0,0,0,,0.0,0.0,2.1799,0.3079312510273013,0.063736
plot_10086,plot_10112,proximity_bridge,0.0,92.535,112.893,1.3547,0,0,1,0,0,,4.0,0.0,5.3547,0.21037687120916818,0.150851
plot_10086,plot_6922,parcel_touch,74.016,278.02,339.184,4.0702,0,0,1,0,0,,4.0,0.0,8.0702,0.37968094399753904,0.272251
plot_10086,plot_7666,parcel_touch,687.356,29.906,36.485,0.4378,0,0,1,0,0,,4.0,0.0,4.4378,0.5871141586226567,0.420991
plot_10086,plot_7756,proximity_bridge,0.0,73.773,90.003,1.08,0,0,1,0,0,,4.0,0.0,5.08,0.21742730115839817,0.155907
