unit_id,network_layer,function_type,probability,gap_score,stitch_score,fit_score,compatibility_weight,raw_score
plot_16702,fast,productive_mix,0.016746007129284854,0.09171718939770794,0.09117512587026841,0.25067016428264033,1.0,0.0020961857043486874
plot_16894,walk,__network_total__,0.5101930286012222,,0.3143704622086383,,,0.026997897379306492
plot_16894,walk,life_service,0.19143078520675463,0.10639848443419113,0.3143704622086383,0.302851708154835,1.0,0.010129947695329296
plot_16894,walk,public_activity,0.2009306083277637,0.12430805048749183,0.3143704622086383,0.2864025806618372,0.95,0.01063265007533973
plot_16894,walk,community_living,0.0811190122602058,0.0826203172987428,0.3143704622086383,0.2665617276188345,0.62,0.004292576820416584
plot_16894,walk,productive_mix,0.03671262280649808,0.09102838000466953,0.3143704622086383,0.18857746194336336,0.36,0.0019427227882208812
plot_16894,slow,__network_total__,0.4194129624526963,,0.24623264974171627,,,0.02219408632629383
plot_16894,slow,life_service,0.11695270967539083,0.10639848443419113,0.24623264974171627,0.302851708154835,0.78,0.0061887894915082795
plot_16894,slow,public_activity,0.14247046771855137,0.12430805048749183,0.24623264974171627,0.2864025806618372,0.86,0.007539113338323718
plot_16894,slow,community_living,0.10247899775957897,0.0826203172987428,0.24623264974171627,0.2665617276188345,1.0,0.00542288371252877
plot_16894,slow,productive_mix,0.057510787299175144,0.09102838000466953,0.24623264974171627,0.18857746194336336,0.72,0.0030432997839330614
plot_16894,fast,__network_total__,0.07039400894608136,,0.07518259003523389,,,0.0037250415491853995
