unit_id,morph_state,p_M1,p_M2,p_M3,p_M4,p_M5,p_M6,p_M7,building_coverage,avg_height,road_density,green_blue_ratio,heritage_ratio,barrier_index,permeability_index,edge_conductance_mean
plot_17739,M1 风貌占比高·覆盖中高·渗透偏高,0.9999999954581558,8.916473552294937e-11,0.0,4.452455512768011e-09,3.2867037225641983e-15,2.213933274296409e-13,0.0,0.4478925519888072,19.731740876572022,0.0,0.0,1.0,0.0,0.2449128223302022,0.5203578397461285
plot_11759,M1 风貌占比高·覆盖中高·渗透偏高,0.9999999346043744,1.9097861581354312e-09,0.0,6.348157889639741e-08,3.746330820047931e-13,3.885502607071354e-12,0.0,0.285437691380029,31.01537287260401,0.0067295176288442,0.0,1.0,0.6666666666666666,0.2370891033749656,0.4972006172453904
plot_11758,M1 风貌占比高·覆盖中高·渗透偏高,0.9999999876292732,5.3485578284844975e-12,0.0,1.2363608064201251e-08,6.477537147447676e-48,1.769670980882442e-12,0.0,0.4551833790663505,16.822654300073026,0.0142504730865016,0.0,1.0,0.0,0.2675286298462825,0.5553151269403329
plot_18339,M1 风貌占比高·覆盖中高·渗透偏高,0.9999999529693132,6.576445721919375e-10,0.0,4.587726858769622e-08,4.937756557727451e-10,1.9981243591834695e-12,0.0,0.4630360645828559,27.27708299492309,0.0,0.0,1.0,0.8571428571428571,0.1743503906256054,0.3597069156759486
plot_19532,M1 风貌占比高·覆盖中高·渗透偏高,0.9998834057281092,5.928542381814103e-13,0.0,0.0001165918400717,5.227548349035246e-124,2.431226050825441e-09,0.0,0.3649922097097148,19.618400238839605,0.0268466544603266,0.0,1.0,0.0,0.2551373396753765,0.5106917272909531
plot_16291,M1 风貌占比高·覆盖中高·渗透偏高,0.9999992797999656,1.2025725161518825e-13,0.0,7.201994155788622e-07,3.031178732989343e-15,4.9545078358083e-13,0.0,0.444977470740697,64.9365177728467,0.0062209152554137,0.0,1.0,0.0,0.257381243291973,0.5280139769316553
plot_18402,M1 风貌占比高·覆盖中高·渗透偏高,0.9999995765755804,1.6216678106781968e-17,0.0,1.583655370868409e-09,4.2184064756562906e-07,1.1670249052789925e-13,0.0,0.3956517435934902,54.82910733225409,0.0,0.0,0.9999999999999998,0.0,0.2021993010842954,0.417562669076212
plot_18875,M2 渗透高·连通高·阻隔中高,2.193769613319421e-25,0.9999999999984368,0.0,1.3590758566117199e-18,1.2475633375019166e-15,1.561540756989782e-12,0.0,0.2936743279485272,25.71234680440102,0.0008500676998148,0.0118665419905781,0.9999999999999998,0.0,0.3382624545605476,0.716604216738398
plot_18403,M1 风貌占比高·覆盖中高·渗透偏高,0.999999999124543,1.5286317144775677e-11,0.0,8.601119015224012e-10,1.1413804562814225e-29,5.893764191864198e-14,0.0,0.7152078292512001,34.45259722227076,0.0,0.0,0.9999999999999998,3.75,0.1900787201031973,0.3957744891182163
plot_7631,M4 路网密·覆盖中高·风貌低,0.0,0.0022026397672719,2.28641451870596e-232,0.9977973522916184,5.258031794452837e-22,7.941110218769972e-09,0.0,0.2878262463913552,80.74973804307541,0.0046801125366624,0.0,0.0,1.2,0.2448072268714187,0.4920970533619695
plot_9006,M3 建成主体·路网稀·风貌无,0.0,1.5175386000137192e-22,0.999999997162906,1.968926775529704e-11,1.8989868857018397e-59,2.8174050819837227e-09,0.0,1.08308560114252,47.44052095431628,0.0,0.0,0.0,1.0,0.1987735663898568,0.4041961290144968
plot_7630,M4 路网密·覆盖中高·风貌低,0.0,0.0012588154343847,4.772320934446453e-50,0.9987411281544232,7.567398634914421e-50,5.6411192138139754e-08,0.0,0.2916621587925464,98.93282462287256,0.0006146201573212,0.0,0.0,5.0,0.1647088089956429,0.3339180107076491
plot_7629,M5 覆盖低·建筑高·阻隔高,0.0,7.2441896271192036e-06,0.0001064093056995,8.361891428481651e-10,0.9998863447906678,8.778163819755922e-10,0.0,0.1371688901167473,77.25754897789963,0.0,0.0,0.0,0.0,0.1967218872864759,0.4032708923826449
plot_7518,M3 建成主体·路网稀·风貌无,0.0,3.1221987613254923e-08,0.9999999399711448,2.8804543961069263e-08,1.202743059653966e-15,2.322372370911685e-12,0.0,0.5173560655539956,22.648899666632865,0.0,0.0,0.0,6.25,0.1804355521362504,0.3755176019694453
plot_7517,M3 建成主体·路网稀·风貌无,0.0,9.249355376129875e-10,0.9999997971457004,2.019293526628849e-07,1.7237934242464978e-19,1.1720772738263541e-14,0.0,0.5005308197193392,22.489749846132938,0.0,0.0,0.0,3.75,0.1990127945036946,0.4165217933415435
plot_7628,M3 建成主体·路网稀·风貌无,0.0,5.19550146862253e-10,0.9999998228165532,1.1800431334729173e-07,5.8659522374521385e-08,6.074105547346973e-14,0.0,0.2792558899651662,23.094628904278565,0.0,0.0,0.0,2.2222222222222223,0.2300507932486192,0.4833767010463143
plot_8980,M6 蓝绿高·路网密·覆盖低,0.0,7.231744159722683e-87,0.0,1.5692614595947635e-08,0.0,0.9999999843073868,0.0,0.6665786877545227,36.78563299994448,0.0936203357072396,0.0,0.0,0.0,0.2626117017474892,0.4822457427776786
plot_16709,M5 覆盖低·建筑高·阻隔高,0.0,5.865590213187795e-05,3.1413307005081914e-11,0.3708602944865969,0.6290810235585179,2.6021340343330228e-08,0.0,0.4020909878216086,89.30896621028835,0.0012362661590324,0.0,0.0,1.4285714285714286,0.1945423233514768,0.4045270988478439
