unit_id,step,tv_from_baseline_anchor,argmax_component,p_G1,p_G2,p_G3,p_G4,p_G5,p_G6,p_G7
plot_100,3,0.08339390608104547,1,0.00031224581305875243,0.9166060939188039,0.0003567054396079488,0.0,0.08272495482852932,2.5088053958005417e-17,1.939781660590824e-262
plot_10006,3,0.4792486323091636,1,0.006630820146866507,0.5207513676904382,0.1625316615592625,0.0002993806082447566,0.06608411863973745,0.002066558311210702,0.2416360930442398
plot_10007,3,0.6759340669499195,1,0.0013130909565654612,0.3771610951352906,0.3240659330500806,0.0,0.03045087640878908,6.495528667645424e-05,0.2669440491625978
plot_10008,3,0.5506577466998748,6,0.07536053890327991,0.06524768245028784,0.19206615850650105,0.00020560326168253299,0.20756721577661227,0.010210547801511293,0.44934225330012517
plot_10009,3,0.7019741133673896,6,0.01442830143191292,0.11585758353008563,0.2980258866326105,0.0,0.24227012978794243,0.014470307789707065,0.31494779082774155
plot_10010,3,0.4213849276711149,6,0.00011804335946893383,0.003043233171142534,0.38208837096109644,0.0,0.03613528017940695,1.6203684886190103e-24,0.5786150723288851
plot_10011,3,0.5558167883568419,4,3.4244193423467786e-16,0.13329272421017696,0.2605223809595265,0.0,0.4441832116431581,0.00018963215284496264,0.16181205103429314
plot_10012,3,0.49690517932218914,2,9.549207822296568e-16,0.05973667214449113,0.5030948206778109,0.0,0.281680346445235,1.1267574631111793e-18,0.15548816073246208
plot_10031,3,0.6100990272201267,4,8.640444077922231e-05,0.35228356622619167,0.19264611367368992,0.013973938647732264,0.38990097277987346,0.00016481114319781654,0.05094419308853582
plot_10032,3,0.6251746647958828,4,0.02034789828246861,0.37482533518788047,0.15200563999143937,0.0,0.4144009812490961,2.78641535404663e-21,0.03842014528911546
plot_10046,3,0.7125365400037887,1,0.0042942370001551235,0.42192877430228637,0.015101301956613838,0.0025851022689778384,0.23886629465383435,0.28746345999621126,0.02976082982192109
plot_10047,3,0.3744142789548366,1,0.0021603298665646207,0.6255547673028444,0.016734101329458125,0.0018265245156406278,0.22549386043112757,0.10778945501228011,0.020440961542084423
plot_10048,3,0.6055945934594023,1,6.47750335632185e-05,0.4344699927226544,0.0031959038304718124,0.06655084941562116,0.39440540654059786,0.019174837592762704,0.08213823486432886
plot_10063,3,0.29945304192964145,1,0.0025848559538811616,0.7005469580702727,0.0075011425177637404,0.15010288983132933,0.09990336754463484,0.0003184339528964583,0.039042352129221754
plot_10064,3,0.29245759519668857,1,0.011290001259855274,0.7075424048027439,0.010515083167231909,0.15311240404020665,0.02727158589875149,2.211200999278193e-25,0.09026852083121084
plot_10065,3,0.5419894173403285,4,0.0055841573306546054,0.2658040230061684,0.09443868996116384,1.9242208313814315e-05,0.45801058265967154,0.022507808447913485,0.15363549638611435
plot_10066,3,0.5121605202327778,4,0.006284323902528139,0.28172813206121733,0.0641977022155287,0.0001266545922447234,0.4878394797672222,0.09002203088559362,0.06980167657566543
plot_10067,3,0.6556048870144316,1,0.007752546518859364,0.4528693021800665,0.18322214936608416,0.0003663133790792298,0.011314934394403686,7.964117593875976e-05,0.34439511298556835
plot_10068,3,0.47622437129615414,1,0.0013434823635933477,0.5237756287038459,0.2154769132106631,0.0,0.033073363005069814,3.803051345128368e-05,0.2262925822033766
plot_10074,3,0.585966581686372,4,0.010543613973460196,0.3754025641651554,0.18745404008802316,0.0043528979910115295,0.414033418313628,6.780304395712674e-14,0.00821346546865382
plot_10080,3,0.023305048382383443,5,0.021372139293276186,0.0,0.0001229813319391566,0.0,0.0004959785794452157,0.9766949516176165,0.0013139491777228742
