unit_id,step,tv_from_baseline_anchor,argmax_component,p_G1,p_G2,p_G3,p_G4,p_G5,p_G6,p_G7
plot_100,7,0.1061733318413519,1,0.004120811355633941,0.8938266681584975,0.004775808408901167,2.141317365093376e-05,0.09678744525797876,4.2617757086379014e-08,0.0004678110275806909
plot_10006,7,0.5643365506382348,1,0.02404259530874326,0.43566344936136703,0.17230004957382322,0.003321086242344791,0.09518641281200685,0.008496762367237325,0.2609896443344776
plot_10007,7,0.7903548207418032,1,0.016825792669035812,0.39362405083730656,0.209645179258197,0.0008295569304012355,0.08483745763573641,0.0021285220683476998,0.2921094406009754
plot_10008,7,0.7034261608380783,6,0.05511294401221819,0.20746979498244605,0.1759278105410198,0.002829788479482332,0.23165877477539618,0.030427048047515844,0.29657383916192165
plot_10009,7,0.844998062127165,6,0.030022037254527546,0.2234194942112106,0.15500193787283506,0.0008677117421835104,0.24792619877297656,0.037899520230323155,0.3048630999159436
plot_10010,7,0.5999893712195397,2,0.0013595219712225857,0.03179526508255229,0.4499985258943858,7.538432825443263e-09,0.11658104549418061,0.00025500523876558075,0.40001062878046034
plot_10011,7,0.7022874094452924,2,0.00015661636389007732,0.19814014786880357,0.32401148359712223,0.0,0.2977125905547076,0.0025174566038991993,0.17746170501157732
plot_10012,7,0.6205442569750445,2,0.00030589265374359685,0.12078847229800273,0.3794557430249556,1.6916548298723028e-10,0.28983991522966823,0.00018707725784998966,0.20942289936661454
plot_10031,7,0.750770883865374,1,0.0017325451772153685,0.42532987311509796,0.22498731845013825,0.029838178323902217,0.2492291161346259,0.002593112083674583,0.06628985671534553
plot_10032,7,0.7584500230332557,4,0.03698200106301906,0.24154997695050762,0.17715758922817937,2.590926970304955e-05,0.44068005264669274,3.594428370999412e-08,0.10360443489761453
plot_10046,7,0.8771175693371973,1,0.013230875300486646,0.47302508313225716,0.05514560736974214,0.008880310671246243,0.24824166075581172,0.12288243066280263,0.07859403210765327
plot_10047,7,0.4699476344344827,1,0.011482653793958048,0.5300214118231985,0.0510836132547919,0.008210800780943602,0.2392848868726284,0.08892452324595791,0.07099211022852167
plot_10048,7,0.7293085417524767,1,0.004478494861057194,0.47814062377790334,0.036426476342643246,0.06976665293198277,0.2706914582475234,0.05373695547080574,0.0867593383680844
plot_10063,7,0.4095413918024434,1,0.018724901628007853,0.5904586081974706,0.037890281520874126,0.13269054728955101,0.11896436991808534,0.005053975477154748,0.09621731596885609
plot_10064,7,0.42560254926028984,1,0.0335618503730265,0.5743974507391425,0.042666740407685956,0.14296497959985435,0.07976487319648635,0.0013334590822205892,0.1253106466015836
plot_10065,7,0.7140511542292227,1,0.016825577398600883,0.3311895507444774,0.11414338813591327,0.0013290300381591685,0.2859488457707772,0.049460083614120146,0.20110352429795186
plot_10066,7,0.6871943997324244,1,0.01574700469488577,0.3682755812480908,0.08629911085957737,0.0023511205070063735,0.31280560026757565,0.0858887527323075,0.12863282969055656
plot_10067,7,0.7438286316336211,1,0.025722762745362858,0.4662876906976852,0.19142930348705284,0.0037189775454784385,0.055003146249265264,0.0016667509087764018,0.256171368366379
plot_10068,7,0.5669466258997938,1,0.01646764680695049,0.4330533741002061,0.21229415316311911,0.0008988030697271242,0.0886634698105709,0.0011071069431385992,0.2475154461062875
plot_10074,7,0.6654499146237204,1,0.024093824243641107,0.42836842014712995,0.1682866772383235,0.017668625314022197,0.3345500853762798,1.487048327422129e-05,0.027017497197329363
plot_10080,7,0.06909405146622481,5,0.04321327372965922,0.0,0.002651964813697605,0.0008181242227172265,0.008131675463910873,0.9309059485337752,0.014279013236239872
plot_10081,7,0.8228486858650506,1,0.13739994996596755,0.33548594339241505,0.1361171292830737,0.004500557620991389,0.20928551962403014,5.958597857273705e-05,0.17715131413494942
plot_10082,7,0.7810679793192827,1,0.09143815799185473,0.30795466066508015,0.20525064565117573,0.001719635739944097,0.21893202068071727,7.97451141676061e-06,0.1746969047598113
plot_10083,7,0.6450739265008741,1,0.11423143163606475,0.3549260734981522,0.17671568081323563,0.0015022257751941808,0.1955555182575036,3.9708202591339244e-06,0.15706509919959055
plot_10086,7,0.5741714255710492,0,0.42582857442895083,0.012729454056213667,0.12484005240728255,0.001643743167995663,0.16614778497177693,0.13367856585257792,0.13513182511520258
plot_10087,7,0.5819281276890141,0,0.4180718723109858,0.0002120331809177551,0.27805966729018133,6.849703394234903e-07,0.027351862263220936,0.002728693440454368,0.2735751865439003
plot_10088,7,0.12946814769910817,0,0.8705318523008918,0.00011435795696038321,0.08021915878932515,0.0,0.0035670320768405855,0.04457975738211602,0.0009878414938659882
plot_10094,7,0.3539194964325282,0,0.6460805035674719,0.0034083763948044026,0.0013723845248233715,6.224479967224358e-05,0.25449518553251327,0.09403118007609519,0.000550125104619707
