unit_id,t_id,mob_state,p_R1,p_R2,p_R3,p_R4,p_R5,p_R6,p_R7,road_centrality,population_density,traffic_intensity,congestion_proxy,bottleneck_index,func_state,p_F1,p_F2,p_F3,p_F4,p_F5,p_F6,poi_entropy,food_density,retail_density,office_density,residential_service_density,public_service_density,entertainment_density,transport_service_density,dianping_heat,meituan_heat,avg_rating,housing_price,aoi_dominant_function,ai_interface_vitality,landuse_mix,service_accessibility,station_proximity,p_F7,morph_state,p_M1,p_M2,p_M3,p_M4,p_M5,p_M6,p_M7,barrier_index,accessibility_index,poi_density,stay_proxy,green_blue_ratio,building_coverage,edge_conductance_mean,dist_to_station,site_z_iface_residential,site_z_stack_barrier,site_z_expanse_disused
plot_10046,WD_AM,2,3.554169783406996e-08,0.999999221086696,9.457451461755798e-13,8.120012942662989e-23,0.0,7.433706601441363e-07,0.0,0.4448023402182304,1241.516845703125,17107.684074376437,7609.537911996791,0.3162309116468019,F3,0.0,0.0,1.0,0.0,0.0,0.0,1.9808063935910911,0.0006582318993658,0.0,0.0,0.0023650048291843,0.0,0.0017685462156783,0.0085286203760922,0.0,0.0,34.0,0.0,UNKNOWN,0.0,0.0,0.8978267494365504,0.0293881866503667,0.0,M2 渗透高·连通高·阻隔中高,0.0,0.9934006759738444,0.0,0.0,0.0,0.0065993240261551,0.0,0.0,0.4648870479879403,0.018085016193344,0.0,0.3524406107757514,0.3803748493688729,0.6440598102615949,2821.73,3.339276930446618e-20,1.962150016278011e-07,3.1034451033119734e-15
plot_10047,WD_AM,2,4.3640524412466724e-07,0.9999521899823864,3.036281684436297e-12,6.8774983366726215e-22,0.0,4.737360933262552e-05,0.0,0.5089596567089602,1208.0113525390625,14311.586246497953,7284.020022978272,0.4089596567089602,F1,1.0,0.0,0.0,0.0,0.0,0.0,2.359102302872793,0.001145062091651,0.0042598472671738,0.007811412592478,0.0263680841225904,0.0082373820457025,0.005950730300849,0.0676540403563855,0.0,4.429298512398225,11.214285714285714,0.0,UNKNOWN,0.0,0.0,0.9963506571643967,0.0275797078360438,0.0,M5 覆盖低·建筑高·阻隔高,0.0,3.0149858471353595e-08,1.4107137966253066e-11,1.1365225912110838e-19,0.9999998956251892,7.421084516807371e-08,0.0,0.0,0.3693014929692088,0.1433319704821716,0.0,0.0056319876638957,0.0742958026708124,0.5163807637161955,2872.54,3.4383264174568495e-21,6.026204682353036e-08,4.82035652591524e-16
plot_10048,WD_AM,6,0.0002074436180212,0.0,0.0001936912663612,8.420431027742071e-20,0.0,0.9995988651156168,0.0,0.4160295315515852,256.4777908325196,33757.959949041964,30663.406375826016,0.7393628648849185,F3,0.0,0.0,1.0,0.0,0.0,0.0,2.07105168959175,0.000321014228622,0.0071654013934619,0.0010949513594529,0.0,0.0,0.000272370093478,0.0,0.0,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.9315254407421852,0.0444645738552862,0.0,M4 路网密·覆盖中高·风貌低,0.0,1.803479540926256e-07,0.0,0.9999998181049362,1.589395070566091e-270,1.547110025686901e-09,0.0,1.1833333333333331,0.2676677288217355,0.0179270843733458,0.0,0.0,0.4723891359927026,0.4686687909768043,2490.45,1.1505987020052657e-15,2.6539730687755876e-14,1.5642025349938497e-16
plot_10063,WD_AM,2,4.881515090098499e-07,0.9999971335675216,2.65236043370508e-12,1.2701310249623318e-22,0.0,2.378278317261756e-06,0.0,0.4184992483068111,349.2984975179037,47933.86411513299,20060.286100623984,0.2899278197353825,F3,0.0,0.0,1.0,0.0,0.0,0.0,1.4241299173417736,0.0,0.0069638694961789,0.0,0.0160083236750687,0.0,0.0,0.0,0.0,0.0,3.5,0.0,UNKNOWN,0.0,0.0,0.9645891367845716,0.037441989141674,0.0,M3 建成主体·路网稀·风貌无,0.0,2.0414548126671158e-11,0.9999999868526857,1.3074683590420178e-08,5.212990895862047e-11,8.576899219664467e-14,0.0,0.0,0.3861091190318644,0.032474681872953,0.0,0.0,0.3285660873230902,0.4865039523494432,2627.97,6.968614443713309e-18,1.6455062101277878e-14,9.115995463933005e-18
plot_10064,WD_AM,2,5.211717078728079e-08,0.9999998967432172,1.9492368112232262e-13,1.0522599483522286e-22,0.0,5.113941671593584e-08,0.0,0.4184992483068111,1138.9456787109375,14509.325507187908,6072.14181819698,0.2384992483068111,F3,0.0,0.0,1.0,0.0,0.0,0.0,2.5580955763572635,0.002458832018385,0.0025213765419141,0.0004838573198657,0.0078769141767562,0.0110284073491294,0.0,0.0080872208952547,0.0,0.0,3.375,0.0,UNKNOWN,0.0,0.0,0.9373940064154624,0.0343960860050177,0.0,M3 建成主体·路网稀·风貌无,0.0,2.100472071956306e-09,0.9999996140714345,3.48841116942768e-07,3.498683016679649e-08,1.457262201875476e-13,0.0,0.0,0.5257982915742463,0.0396932635910352,0.0,0.0,0.2898016496301746,0.6515965831484924,2695.85,4.218132680762567e-19,5.7452359062392044e-15,1.3137625079965864e-18
plot_10065,WD_AM,6,4.636360655207815e-05,0.0,1.865870059779153e-05,1.3033022926906189e-19,0.0,0.9999349776928504,0.0,0.5013500147173907,1279.0889892578125,31931.60732514029,31617.600809757827,0.7788501272173908,F3,0.0,0.0,1.0,0.0,0.0,0.0,2.117176458315292,0.0,0.0,0.0033299932394937,0.01052318410251,0.0024642690286468,0.0060744836946481,0.0040478335322577,0.0,0.0,28.25,0.0,UNKNOWN,0.0,0.0,0.9444027783583432,0.025805954993149,0.0,M3 建成主体·路网稀·风貌无,0.0,9.697282435935091e-11,0.9999998875969488,1.1230589538650189e-07,1.6594859439765133e-13,1.7068082389513273e-14,0.0,0.975,0.2518197006919501,0.0402368080517116,0.0,0.0,0.399604767461547,0.4536396513839003,2925.72,1.5480427444002636e-22,9.5944054848168e-11,2.72028574714189e-18
plot_10066,WD_AM,6,0.0008136178303417,0.0,1.934201081435804e-05,2.499404077436129e-19,0.0,0.9991670401588436,0.0,0.4410174236114896,349.2984975179037,35240.5241516444,30694.828206951464,0.7185174236114896,F1,1.0,0.0,0.0,0.0,0.0,0.0,2.7655987003740243,0.0188288257378171,0.0085612741190549,0.0391457353428004,0.04515945960908,0.0067895424445414,0.0089767904221516,0.0245356582271156,0.0,205.9623808265175,5.366666666666667,0.0,UNKNOWN,0.0,0.0,0.9839589233879966,0.0277953232737594,0.0,M3 建成主体·路网稀·风貌无,0.0,5.458288233050763e-09,0.9999992861656314,7.083758063396774e-07,5.893328829374504e-14,2.1517257751842883e-13,0.0,0.975,0.3509145367463504,0.2076268742357779,0.0,0.0,0.5306492942336685,0.6518290734927008,2866.31,2.8244297847442543e-21,1.0856626743194801e-09,4.413274838897872e-17
plot_10067,WD_AM,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5486277640996815,349.2984975179037,19773.152288184738,10848.100329069292,0.3236277640996815,F4,0.0,0.0,0.0,1.0,0.0,0.0,1.0200943738514971,0.0,0.0,0.0,0.0,0.0070680839878778,0.0,0.0072563169448914,0.0,0.0,3.5,0.0,UNKNOWN,0.0,0.0,0.9104446051251855,0.0208643670685443,0.0,M4 路网密·覆盖中高·风貌低,0.0,0.0002434380273377,0.0,0.9997501898024016,2.590218880061875e-78,6.3721702599924655e-06,0.0,0.0,0.621862448980852,0.0213440126685481,6946.127262007183,0.0,0.4997244655886159,0.743724897961704,3095.77,6.488721980227607e-26,6.462846267046032e-11,4.049230580370875e-20
plot_10068,WD_AM,5,2.4599145853113667e-31,5.351933951459016e-50,2.0930781634320475e-68,4.721813464923645e-26,0.999994332242558,1.551266099538742e-67,5.667757441414887e-06,0.398960662158444,349.2984975179037,0.0,0.0,0.173960662158444,F3,0.0,0.0,1.0,0.0,0.0,0.0,1.8827918039581557,0.0,0.0,0.0099475830617095,0.0045724470850679,0.0291512731648235,0.0,0.0027206920290479,0.0,0.0,3.5,0.0,UNKNOWN,0.0,0.0,0.8903739597944518,0.0207504468001479,0.0,M3 建成主体·路网稀·风貌无,0.0,1.0789727971260463e-09,0.9999998276477438,1.7127323101009657e-07,2.0644886392771843e-14,3.2617245906893235e-14,0.0,0.0,0.5624266950783143,0.0551377176130877,0.0,0.0,0.4391107022057013,0.6248533901566286,3100.15,2.7952979393752627e-26,9.1835394870821e-13,2.9556781415628816e-21
plot_10074,WD_AM,6,0.0008371556769417,0.0,0.0005530582380995,1.4896755589315089e-18,0.0,0.9986097860849588,0.0,0.3044541450716169,299.3515625,5025.455145683805,4301.058049373944,0.9288985895160614,F3,0.0,0.0,1.0,0.0,0.0,0.0,2.604157752490854,0.0064009860529473,0.0008395565670251,0.0012596077865098,0.0053073519698448,0.0,0.0017233068681775,0.0080384799344633,0.0,0.0,3.5,0.0,UNKNOWN,0.0,0.0,0.9333781845539584,0.0622357926629423,0.0,M3 建成主体·路网稀·风貌无,0.0,1.0634707480788355e-09,0.9999963068310476,3.728522655170938e-07,3.319253139274123e-06,7.744723462682046e-14,0.0,1.8111111111111111,0.1687809273038194,0.0272606983734352,0.0,0.0,0.2949085787850611,0.4708951879409722,2221.46,1.7488092122706212e-50,1.0658457341057158e-23,3.0692165589021392e-30
plot_10080,WD_AM,1,0.9999999999999996,1.2252161422934274e-75,2.0139140205689047e-274,3.4229367997484413e-16,0.0,2.207431728927709e-89,0.0,0.4395971434809306,349.2984975179037,19274.31008480206,8472.931655844679,0.3110257149095021,F4,0.0,0.0,0.0,1.0,0.0,0.0,1.3086726163525992,0.0,0.0,0.0,0.0019452704732826,0.0,0.0,0.0023149450491339,0.0,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.8727918731138414,0.5309366861349645,0.0,M5 覆盖低·建筑高·阻隔高,0.0,0.0006403310876846,1.5094516735110836e-109,0.2517871627162151,0.7475721114960588,3.9470004123744377e-07,0.0,0.0,0.3522751482885395,0.0104186486207068,0.0,0.0,0.3166671844401058,0.4188360108627934,506.49,3.470732477342567e-05,0.0012358454305122018,0.04982200997784593
