unit_id,step,tv_from_baseline_anchor,argmax_component,p_G1,p_G2,p_G3,p_G4,p_G5,p_G6,p_G7
plot_100,6,0.10223695740126022,1,0.002937022516033545,0.8977630425985892,0.003386771039052702,7.737051456200177e-06,0.09565707641095164,9.192904687709568e-09,0.00024834119101208133
plot_10006,6,0.554551290183768,1,0.019808369361647843,0.4454487098158338,0.17439131793367335,0.0024578017031323444,0.08930200805433364,0.006977590624722129,0.26161420250665696
plot_10007,6,0.7787420868182249,1,0.012099998418441458,0.39769559231633617,0.22125791318177518,0.000474576279477557,0.07408929385741074,0.001342259196731586,0.2930403667498273
plot_10008,6,0.6823283367535559,6,0.06034770670207959,0.1769451482716234,0.18245663961868003,0.00200473184086925,0.23398169609060893,0.026592414229694744,0.31767166324644414
plot_10009,6,0.8303460708407084,6,0.027815453198741617,0.20111867840687653,0.16965392915929164,0.00047546965780530167,0.25415771469564274,0.0338745778134703,0.31290417706817186
plot_10010,6,0.57018097925647,2,0.000988759163826112,0.022615322966340563,0.44738779443272125,0.0,0.09906174245483354,0.00012736023874864943,0.42981902074352996
plot_10011,6,0.6842971132835114,2,8.279952059803174e-05,0.18782023697178896,0.3184340800058437,0.0,0.31570288671648855,0.0018093258767482756,0.17615067090853248
plot_10012,6,0.6072833481853339,2,0.00016399331267466643,0.10893862742506842,0.39271665181466614,0.0,0.29616656481986586,9.41784225685479e-05,0.20191998420515644
plot_10031,6,0.7344933053982085,1,0.0011393767695455346,0.41492822052236467,0.22459479687016132,0.02780431233880907,0.26550669460179144,0.0017701507589549677,0.06425644813837304
plot_10032,6,0.7442576109652232,4,0.035500468708653615,0.25574238901854013,0.17219366195439623,9.32898083015128e-06,0.44486164642466314,4.84519519852865e-21,0.0916925049129168
plot_10046,6,0.857676338831451,1,0.011098302039703661,0.46955848319249993,0.04649363615780218,0.007458805904653023,0.25376445255428226,0.14232366116854908,0.06930265898251
plot_10047,6,0.4586412075353814,1,0.008851921405746687,0.5413278387222997,0.0440120464950094,0.006610324325345476,0.24447964011671885,0.09476356256399017,0.05995466637088975
