unit_id,step,tv_from_baseline_anchor,argmax_component,p_G1,p_G2,p_G3,p_G4,p_G5,p_G6,p_G7
plot_100,4,0.09187681257694956,1,0.0009562200974914583,0.9081231874228999,0.0010939988488067951,0.0,0.08980000529249481,7.419444240658635e-17,2.6588338307095706e-05
plot_10006,4,0.5177761676214505,1,0.01097758699811494,0.4822238323781512,0.1719700719656418,0.0008725307548303492,0.07522682109294163,0.0036674651660779656,0.2550616916442421
plot_10007,4,0.7302868221518486,1,0.0039963677923760986,0.39466443350677194,0.2697131778481515,5.916281594396363e-05,0.046860452426454764,0.00029058180002580937,0.28441582381027597
plot_10008,4,0.6124732392806986,6,0.07185298267493576,0.10485424369840199,0.19338044217742845,0.0006397268439437687,0.22542920903399583,0.016316634851992837,0.3875267607193015
plot_10009,4,0.767960341727046,6,0.020399837359940422,0.14762413008823538,0.23203965827295406,5.352267819411358e-05,0.2553336419915099,0.02212910560046452,0.3224201040087017
plot_10010,4,0.4848186367114409,6,0.000343703844019995,0.0077990801396013824,0.41842924676436477,0.0,0.05823584911568494,1.0756847769797427e-05,0.5151813632885591
plot_10011,4,0.6184296216753686,4,8.889264450045249e-06,0.15682120875787345,0.29063279716600365,0.0,0.3815703783246314,0.0005882048880413982,0.17037852159900013
plot_10012,4,0.5524894608611164,2,1.782222733566446e-05,0.07871196550249465,0.44751053913888367,0.0,0.29682928673412634,8.311111441951562e-06,0.17692207528571774
plot_10031,4,0.6720176306835796,1,0.00030151941417168944,0.3827282874562865,0.21123658097447484,0.02011815794449207,0.32798236931642044,0.000526532267824851,0.057106552626329556
plot_10032,4,0.6855414995415336,4,0.02778886387069851,0.31445850044222967,0.16086058454559793,0.0,0.4378139101650006,2.9336544595023512e-21,0.0590781409764733
plot_10046,4,0.7844812052001187,1,0.00664873943117829,0.44957446930137207,0.025888727362008118,0.004261723528840197,0.253123374866441,0.21551879479988129,0.04498417071027898
plot_10047,4,0.41564661876113945,1,0.0040740474312877875,0.5843224274965417,0.02662667335252846,0.0033204451170568096,0.2416056109555781,0.10596266072057522,0.034088134926432
plot_10048,4,0.6598414639436362,1,0.0004737288380998005,0.4639858090464667,0.00935964811024745,0.0704216128522502,0.34015853605636387,0.02980050847522174,0.08580015662135011
plot_10063,4,0.33645429462188414,1,0.006028278807553528,0.66354570537803,0.013963982496095765,0.15125568993527638,0.10601903805873678,0.0010326531307894942,0.05815465219351798
plot_10064,4,0.3401488186780591,1,0.018102584377917882,0.6598511813213734,0.018254870663562454,0.15834128974629252,0.04245156894182724,7.444447342730984e-05,0.1029240604755993
plot_10065,4,0.610323244739428,4,0.008742361679117192,0.29102972802090765,0.10472812315291025,0.0001309117588698641,0.3896767552605718,0.03274657572918546,0.17294554439843768
plot_10066,4,0.5799828649937312,4,0.009310637173303988,0.3166029797848261,0.07182785627409324,0.0004327382119570783,0.4200171350062688,0.09273192650008341,0.08907672704946751
plot_10067,4,0.7010065769296647,1,0.012397868619070822,0.4726226161219619,0.19312144512362764,0.001039666504875582,0.02154408431055116,0.00028089624957749175,0.2989934230703353
plot_10068,4,0.5140019700513729,1,0.004017233853572286,0.4859980299486271,0.22132866951469324,6.56692069078819e-05,0.05008860482061589,0.00014776638236510602,0.2383540262732186
