unit_id,step,tv_from_baseline_anchor,argmax_component,p_G1,p_G2,p_G3,p_G4,p_G5,p_G6,p_G7
plot_100,0,0.0,1,0.0,0.9999999999998508,0.0,0.0,1.5202338120261894e-13,2.783797293817256e-34,0.0
plot_10006,0,0.0,1,0.0,0.9999999999996021,0.0,0.0,3.985710245663199e-13,4.6956131615330755e-35,0.0
plot_10007,0,0.0,2,0.0,0.0,1.0,0.0,0.0,2.1869254921868168e-29,0.0
plot_10008,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
plot_10009,0,0.0,2,0.0,0.0,1.0,0.0,0.0,6.412219907856114e-30,0.0
plot_10010,0,0.0,6,0.0,0.0,0.0,0.0,1.434249997006585e-37,1.1127589741453632e-24,1.0
plot_10011,0,0.0,4,0.0,0.0,0.0,0.0,1.0,5.580548706292857e-25,1.2783053103500788e-103
plot_10012,0,0.0,2,0.0,0.0,1.0,0.0,0.0,7.350776236460296e-29,0.0
plot_10031,0,0.0,4,0.0,0.0,0.0,0.0,1.0,6.138531758481802e-25,6.266904743691386e-104
plot_10032,0,0.0,1,0.0,0.9999999999837641,0.0,0.0,1.6237574355384982e-11,1.2491792314540836e-31,0.0
plot_10046,0,0.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
plot_10047,0,0.0,1,0.0,0.9999690462576811,0.0,0.0,3.095374231428128e-05,4.625646441721087e-15,0.0
plot_10048,0,0.0,4,0.0,0.0,0.0,0.0,1.0,1.2084023149961182e-25,2.7087438139524986e-103
plot_10063,0,0.0,1,0.0,0.9999999999999147,0.0,0.0,8.637626649715582e-14,5.559671724878419e-35,0.0
plot_10064,0,0.0,1,0.0,0.9999999999994316,0.0,0.0,5.666853015816899e-13,4.0654217328937775e-34,0.0
plot_10065,0,0.0,4,0.0,0.0,0.0,0.0,1.0,1.6613252077352396e-25,2.0031878078806567e-103
plot_10066,0,0.0,4,0.0,0.0,0.0,0.0,1.0,2.4757828199866563e-24,1.944769453736045e-104
plot_10067,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
plot_10068,0,0.0,1,0.0,1.0,0.0,0.0,0.0,3.9720635904065327e-35,0.0
plot_10074,0,0.0,4,0.0,0.0,0.0,0.0,1.0,3.4216411257760384e-25,5.631254641718404e-103
plot_10080,0,0.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
plot_10081,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
plot_10082,0,0.0,4,0.0,0.0,0.0,0.0,1.0,4.221669610766799e-25,3.006032845279873e-103
plot_10083,0,0.0,1,0.0,0.9999999999990266,0.0,0.0,9.737922598166276e-13,2.75823600508402e-34,0.0
plot_10086,0,0.0,0,1.0,0.0,0.0,0.0,0.0,8.27584490839128e-26,0.0
plot_10087,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10088,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10094,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10095,0,0.0,2,0.0,0.0,1.0,0.0,0.0,2.2967115437978182e-29,0.0
plot_10096,0,0.0,4,0.0,0.0,0.0,0.0,1.0,1.9744789989864233e-25,2.0964004907115115e-104
plot_10097,0,0.0,1,0.0,0.999999999999666,0.0,0.0,3.322318825608345e-13,3.9399572192006475e-34,0.0
plot_10098,0,0.0,3,0.0,0.0,0.0,1.0,0.0,3.98411929651728e-21,0.0
plot_10099,0,0.0,4,0.0,0.0,0.0,0.0,1.0,1.3434682094297784e-24,3.277421010701054e-84
plot_101,0,0.0,1,0.0,0.9999999999998295,0.0,0.0,1.6798441120539414e-13,1.5183879783624e-34,0.0
plot_10100,0,0.0,4,0.0,0.0,0.0,0.0,1.0,7.08829918466121e-26,3.827834663255535e-104
plot_10109,0,0.0,1,0.0,0.9999999999999645,0.0,0.0,3.2447768198404666e-14,1.2426788583781951e-34,0.0
plot_10110,0,0.0,1,0.0,0.99999999999946,0.0,0.0,5.374731827675587e-13,1.0089619782477059e-33,0.0
plot_10111,0,0.0,4,0.0,0.0,0.0,0.0,1.0,5.336681122287437e-25,1.1093182864698393e-104
plot_10112,0,0.0,2,0.0,0.0,1.0,0.0,0.0,1.7133848302850978e-30,0.0
plot_10113,0,0.0,2,0.0,0.0,1.0,0.0,0.0,3.0823181062038814e-29,0.0
