unit_id,step,tv_from_baseline_anchor,argmax_component,p_G1,p_G2,p_G3,p_G4,p_G5,p_G6,p_G7
plot_100,5,0.09770369955747073,1,0.0018592308762805762,0.9022963004423785,0.0021342987501494276,1.6372418090138883e-06,0.09360448090202814,1.1240145045051293e-09,0.00010405066333955006
plot_10006,5,0.5402953554207011,1,0.01542632586857849,0.4597046445789007,0.1748501897230181,0.0016214559536600057,0.08273901352187679,0.005346863072664532,0.26031150728130137
plot_10007,5,0.7606811495638557,1,0.007718479751917144,0.399169037686957,0.23931885043614431,0.00021455389711994165,0.06148144479212002,0.0007185833903840229,0.2913790500453576
plot_10008,5,0.6535627915549664,6,0.06619784067900021,0.14259525460457753,0.18884528182523846,0.0012583889200312296,0.2327933234320066,0.02187270209411246,0.3464372084450336
plot_10009,5,0.8068132267059391,6,0.024746379129195646,0.17595700104061124,0.19318677329406087,0.0002048243408483467,0.2575788100086225,0.02864861567526397,0.3196775965113975
plot_10010,5,0.5327850969972879,6,0.0006435332096392618,0.014471773592907992,0.43811394523515124,0.0,0.07950725988171972,4.858507786976555e-05,0.46721490300271207
plot_10011,5,0.6581449973356778,4,3.466049457900403e-05,0.1744475108311268,0.3083045840019716,0.0,0.3418550026643222,0.0011484996890933207,0.17420974231890712
plot_10012,5,0.5863549985968787,2,6.927456269064381e-05,0.09504411811260922,0.4136450014031213,0.0,0.2996146827634021,3.6481863539214106e-05,0.1915904412946376
plot_10031,5,0.7101133661696988,1,0.0006557143069347257,0.40166684405654285,0.22072712339886094,0.024669796464506948,0.28988663383030133,0.0010710739117353323,0.06132281403111786
plot_10032,5,0.7218258135655111,4,0.032637034094283125,0.2781741864182522,0.1669416357279414,1.9787855553578217e-06,0.4452959147982132,2.9659285673338618e-21,0.07694925017575481
plot_10046,5,0.8289488651324035,1,0.008912363403560167,0.46295931355636866,0.03662432430990066,0.005911412901018589,0.25635971857169815,0.17105113486759643,0.05818173238985727
plot_10047,5,0.4416964206784982,1,0.00634771881969351,0.5582726255791829,0.03583809176264833,0.004955728275520436,0.24626014849896222,0.10079014499092369,0.0475355420730688
plot_10048,5,0.6928492201751993,1,0.0013638217106246755,0.4764469941079559,0.017521591910507135,0.07145823799412994,0.3071507798248007,0.03924478405796242,0.08681379039401933
plot_10063,5,0.36506616685364685,1,0.010181284292418047,0.6349338331462674,0.021483086587188265,0.14684217359352067,0.1105484837380656,0.002109752380341632,0.0739013862621986
plot_10064,5,0.375780918022719,1,0.02421541354473339,0.6242190819767135,0.026451800726581418,0.15618006434384468,0.05638867515249965,0.0002956728491291697,0.11224929140649831
plot_10065,5,0.6567485473498783,4,0.01168422082007224,0.3079721677415069,0.11018901392853267,0.0003821966851567994,0.34325145265012164,0.04048748164688174,0.18603346652772795
plot_10066,5,0.6270864556652642,4,0.011837003459162219,0.3397892467059126,0.07761488773392818,0.0009222739678633131,0.3729135443347358,0.09179934766350568,0.10512369613489217
plot_10067,5,0.7242963079048643,1,0.016990589217565508,0.47636340689039813,0.19559708745390594,0.0018873929535579046,0.03284049126732409,0.0006173401221127154,0.27570369209513573
plot_10068,5,0.5375017956573911,1,0.0076622710719670955,0.46249820434260897,0.22046480276945793,0.0002363359294346957,0.06500121699436284,0.0003554595311937952,0.24378170936097476
plot_10074,5,0.6520068405292974,1,0.019229608791462398,0.4229951648579073,0.18035214378403996,0.01128958858448161,0.34799315947070253,9.534143859926569e-07,0.018139381097020145
plot_10080,5,0.048049025848271566,5,0.03648795019730865,0.0,0.0009715305591416026,0.00017572654396109678,0.0033403906898606893,0.9519509741517285,0.007073427857999569
plot_10081,5,0.7887172523539563,1,0.15736969494727315,0.31749009143533496,0.10389500450099676,0.0035077526850381,0.2064418248012522,1.2883984061151058e-05,0.2112827476460437
plot_10082,5,0.7512566979611845,1,0.09232845220020727,0.2826159791428131,0.19609779226448043,0.0008822496716348039,0.2487433020388154,5.254866842636128e-07,0.1793316991953648
plot_10083,5,0.622284495234822,1,0.1242145229163615,0.37771550476420424,0.15681344170923942,0.0006008140382759368,0.18446535377145026,2.3579507041854393e-07,0.15619012700539808
plot_10086,5,0.5135133226279697,0,0.48648667737203033,0.005934301821312991,0.11423053826217748,0.0006723046183486457,0.1260340477299307,0.12656575134206458,0.14007637885413535
plot_10087,5,0.5320666927193509,0,0.4679333072806491,3.650579234578046e-05,0.2596306652042985,0.0,0.01915207053894825,0.0007599273695591772,0.25248752381419903
plot_10088,5,0.08285028275936039,0,0.9171497172406397,1.0291476906463846e-05,0.04729444567691046,0.0,0.0008924547198639941,0.0344263765677693,0.00022671431791017763
plot_10094,5,0.2848206313113791,0,0.715179368688621,0.0013513394679242165,0.00036211010636689393,5.0167528197819825e-06,0.21007433841764636,0.07292539341167821,0.00010243315494365915
plot_10095,5,0.7182476370102021,4,0.0013733894363765933,0.18563891513451225,0.281752362989798,0.10283992893855856,0.3854841974073495,5.5526900412106315e-05,0.042855679192993004
plot_10096,5,0.4332506355727646,4,0.029028283013131016,0.1554842177116831,0.18611623505940925,0.04935468321832408,0.5667493644272353,0.002574786004394145,0.010692430565823039
plot_10097,5,0.7907808329821132,4,0.003462480163823745,0.20921916701755366,0.24649372866123292,0.07743454630382889,0.4456589616981402,0.00016438951344980565,0.017566726641970797
plot_10098,5,0.8436472768454313,4,0.0013191571155722448,0.17835020027071,0.20095477897582098,0.15635272315456875,0.4162336174044762,5.337260477822616e-05,0.04673615047407355
