unit_id,step,tv_from_baseline_anchor,argmax_component,p_G1,p_G2,p_G3,p_G4,p_G5,p_G6,p_G7
plot_100,8,0.10986837489915692,1,0.005362146310514126,0.8901316251006925,0.006246212275759642,4.535752367192746e-05,0.09744921996344627,1.4261402060909462e-07,0.0007652962118950171
plot_10006,8,0.5715479235237506,1,0.028092860716768715,0.4284520764758513,0.1694803387660686,0.004176006408862947,0.10049732503041305,0.009882772459890691,0.25941862014214484
plot_10007,8,0.7985187059024359,1,0.021666298977933308,0.38859052421494694,0.2014812940975641,0.0012620960220299324,0.09398239571421194,0.003035526286569052,0.2899818646867446
plot_10008,8,0.7195306786355589,6,0.05076577807976642,0.23424898533839003,0.16992692819258795,0.0036976002001321666,0.2274478851379596,0.03344350168672279,0.28046932136444114
plot_10009,8,0.8543617023717971,6,0.03170664575182987,0.2431769472036044,0.1456382976282029,0.0013715405278041637,0.24046606519823568,0.04090170382864129,0.2967387998616817
plot_10010,8,0.6241641400837381,2,0.0017432401889707885,0.04164277025729214,0.4483130756626854,4.495286169552329e-08,0.13203159893712801,0.00043341008480017926,0.37583585991626184
plot_10011,8,0.7152591026127005,2,0.0002577993257812497,0.20627784629830898,0.3268229421485639,6.107855034469167e-10,0.28474089738729946,0.0032338933295700243,0.17866662089969096
plot_10012,8,0.6292927095030673,2,0.0004946684729707643,0.130998767050461,0.37070729049693285,1.6538059123280923e-09,0.2824417830655348,0.0003168838815468404,0.21504060537874792
plot_10031,8,0.7621314806748382,1,0.0024115662531119667,0.43420996357599145,0.22325797304767292,0.03107447551904613,0.237868519325162,0.0035112199612400983,0.06766628231777563
plot_10032,8,0.7675712088131986,4,0.0375462772835835,0.23242879117056467,0.18188162608606323,5.531225103654346e-05,0.43492116801320657,2.131059608520788e-07,0.11316661208958473
plot_10046,8,0.8908960300587854,1,0.01532473694382984,0.4751336557407813,0.06250641444774761,0.010177634795837403,0.24139689298343844,0.10910396994121468,0.08635669514715076
plot_10047,8,0.4776401854891947,1,0.014161416552153873,0.5223288607684865,0.05711849422651443,0.009719062360468602,0.2324561509532683,0.08364586946623638,0.08057014567287217
plot_10048,8,0.7403539289086662,1,0.006502635895373592,0.4739372101873938,0.04603129674225412,0.06813412618908612,0.25964607109133386,0.058952895390230665,0.08679576450432797
