unit_id,walk_length_km_per_km2,slow_road_length_km_per_km2,fast_road_length_km_per_km2,all_road_length_km_per_km2,walk_length_share,slow_road_length_share,fast_road_length_share
plot_11034,44.21586576873972,44.21586576873972,0.0,88.43173153747944,0.5,0.5,0.0
plot_17523,21.7606793232185,21.7606793232185,0.0,43.521358646437,0.5,0.5,0.0
plot_10995,6.580740549469813,6.580740549469813,0.0,13.161481098939626,0.5,0.5,0.0
plot_11257,5.9302479442978,5.9302479442978,0.0,11.8604958885956,0.5,0.5,0.0
plot_11035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10994,26.450766129540426,26.450766129540426,0.0,52.90153225908085,0.5,0.5,0.0
plot_11029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11030,6.45791090719438,6.45791090719438,0.0,12.91582181438876,0.5,0.5,0.0
plot_11070,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_12120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_19851,53.50521565822713,39.75168531613102,0.0,93.25690097435815,0.5737400138670583,0.42625998613294164,0.0
plot_11217,0.4412860798622652,0.0,0.0,0.4412860798622652,1.0,0.0,0.0
plot_10470,7.533620531355298,7.533620531355298,0.0,15.067241062710597,0.5,0.5,0.0
plot_10425,28.67483870382937,28.67483870382937,0.0,57.34967740765874,0.5,0.5,0.0
plot_10427,7.3825733191265,6.793244546030394,0.0,14.175817865156894,0.5207864117154267,0.4792135882845732,0.0
plot_10426,0.6818023189582504,0.6818023189582504,0.0,1.3636046379165008,0.5,0.5,0.0
plot_11500,38.584231565963805,38.584231565963805,0.0,77.16846313192761,0.5,0.5,0.0
plot_10437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10438,40.12292266869976,40.12292266869976,0.0,80.24584533739952,0.5,0.5,0.0
plot_10439,21.534848325137812,21.534848325137812,0.0,43.069696650275624,0.5,0.5,0.0
plot_9301,11.5553535816428,11.5553535816428,0.0,23.1107071632856,0.5,0.5,0.0
plot_11499,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11031,46.13342507882445,30.129094435470524,0.0,76.26251951429498,0.6049292020856589,0.3950707979143411,0.0
plot_10436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11218,31.74942149851837,20.343101066722802,0.0,52.09252256524117,0.6094813599927915,0.39051864000720854,0.0
plot_20026,6.320039878782932,6.320039878782932,0.0,12.640079757565864,0.5,0.5,0.0
plot_10435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11521,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_15721,4.78226617352486,4.78226617352486,0.0,9.56453234704972,0.5,0.5,0.0
plot_15726,3.148828338915729,3.148828338915729,0.0,6.297656677831458,0.5,0.5,0.0
plot_15378,3.148828338915729,3.148828338915729,0.0,6.297656677831458,0.5,0.5,0.0
plot_17647,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_15718,24.070605302456258,24.070605302456258,0.0,48.141210604912516,0.5,0.5,0.0
plot_15056,24.070605302456258,24.070605302456258,0.0,48.141210604912516,0.5,0.5,0.0
plot_11949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_9428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_9429,4.996942401137087,4.996942401137087,0.0,9.993884802274174,0.5,0.5,0.0
plot_18143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_18877,3.082797086706226,3.082797086706226,0.0,6.165594173412452,0.5,0.5,0.0
plot_18878,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_18879,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_18337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_19371,0.6001082710410403,0.6001082710410403,0.0,1.2002165420820805,0.5,0.5,0.0
plot_18953,4.8640672024097285,4.8640672024097285,0.0,9.728134404819457,0.5,0.5,0.0
plot_18954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_18338,13.411948310836449,13.411948310836449,0.0,26.823896621672898,0.5,0.5,0.0
plot_18876,21.652110800135944,21.652110800135944,0.0,43.30422160027189,0.5,0.5,0.0
plot_11889,27.719072724295998,27.719072724295998,0.0,55.438145448591996,0.5,0.5,0.0
plot_11890,21.78982164591146,21.78982164591146,0.0,43.57964329182292,0.5,0.5,0.0
plot_11891,4.108468478787221,4.108468478787221,0.0,8.216936957574442,0.5,0.5,0.0
plot_11894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_7918,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_7960,32.504520853620754,32.504520853620754,0.0,65.00904170724151,0.5,0.5,0.0
plot_11893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_7926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_7924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_7970,9.930765344946066,9.930765344946066,0.0,19.86153068989213,0.5,0.5,0.0
plot_18993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11544,12.903253308455074,12.903253308455074,0.0,25.80650661691015,0.5,0.5,0.0
plot_7811,63.67270030762506,9.052428056946697,0.0,72.72512836457176,0.8755254440863027,0.12447455591369724,0.0
plot_7798,39.38029953916101,39.38029953916101,0.0,78.76059907832202,0.5,0.5,0.0
plot_7809,45.735286656914994,45.735286656914994,0.0,91.47057331382999,0.5,0.5,0.0
plot_9402,42.890428911929426,0.0,0.0,42.890428911929426,1.0,0.0,0.0
plot_9427,20.448482950327033,20.448482950327033,0.0,40.89696590065407,0.5,0.5,0.0
plot_15779,17.791499479234563,17.791499479234563,0.0,35.582998958469126,0.5,0.5,0.0
plot_15717,17.791499479234563,17.791499479234563,0.0,35.582998958469126,0.5,0.5,0.0
plot_15757,7.422848895913539,7.422848895913539,0.0,14.845697791827078,0.5,0.5,0.0
plot_7967,26.87357409384118,26.87357409384118,0.0,53.74714818768236,0.5,0.5,0.0
plot_18335,35.43904635701904,35.43904635701904,0.0,70.87809271403808,0.5,0.5,0.0
plot_18336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_7964,15.884803315331824,15.884803315331824,0.0,31.76960663066365,0.5,0.5,0.0
plot_18216,10.26296407486866,10.26296407486866,0.0,20.52592814973732,0.5,0.5,0.0
plot_18215,25.404906568218813,25.404906568218813,0.0,50.809813136437626,0.5,0.5,0.0
plot_18217,15.063286097269717,15.063286097269717,0.0,30.126572194539435,0.5,0.5,0.0
plot_18218,29.291472870746507,29.291472870746507,0.0,58.58294574149301,0.5,0.5,0.0
plot_11952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11911,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_15735,7.422848895913539,7.422848895913539,0.0,14.845697791827078,0.5,0.5,0.0
plot_15688,42.42826700394173,42.42826700394173,0.0,84.85653400788345,0.5,0.5,0.0
plot_15638,42.42826700394173,42.42826700394173,0.0,84.85653400788345,0.5,0.5,0.0
plot_15698,39.711635081879606,39.711635081879606,0.0,79.42327016375921,0.5,0.5,0.0
plot_15782,39.711635081879606,39.711635081879606,0.0,79.42327016375921,0.5,0.5,0.0
plot_15781,12.64983292705875,12.64983292705875,0.0,25.2996658541175,0.5,0.5,0.0
plot_15697,12.64983292705875,12.64983292705875,0.0,25.2996658541175,0.5,0.5,0.0
plot_15751,22.285754730012382,22.285754730012382,0.0,44.571509460024764,0.5,0.5,0.0
plot_15776,22.285754730012382,22.285754730012382,0.0,44.571509460024764,0.5,0.5,0.0
plot_15734,11.694179538049172,11.694179538049172,0.0,23.388359076098343,0.5,0.5,0.0
plot_16284,37.95736641672828,37.95736641672828,0.0,75.91473283345655,0.5,0.5,0.0
plot_7925,8.99752167908695,8.99752167908695,0.0,17.9950433581739,0.5,0.5,0.0
plot_16283,10.798877563146302,10.798877563146302,0.0,21.597755126292604,0.5,0.5,0.0
plot_8229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_7966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_7965,8.810517659188458,8.810517659188458,0.0,17.621035318376915,0.5,0.5,0.0
plot_19595,4.034595013160178,4.034595013160178,0.0,8.069190026320356,0.5,0.5,0.0
plot_19479,5.123793070743484,5.123793070743484,0.0,10.247586141486968,0.5,0.5,0.0
plot_10502,11.800289210085554,11.800289210085554,0.0,23.600578420171107,0.5,0.5,0.0
plot_18119,15.880653317183086,15.880653317183086,0.0,31.76130663436617,0.5,0.5,0.0
plot_15716,11.694179538049172,11.694179538049172,0.0,23.388359076098343,0.5,0.5,0.0
plot_15755,19.18068795065078,19.18068795065078,0.0,38.36137590130156,0.5,0.5,0.0
plot_15783,19.18068795065078,19.18068795065078,0.0,38.36137590130156,0.5,0.5,0.0
plot_15756,12.12861052514806,12.12861052514806,0.0,24.25722105029612,0.5,0.5,0.0
plot_15784,12.12861052514806,12.12861052514806,0.0,24.25722105029612,0.5,0.5,0.0
plot_15723,1.80394135655746,1.80394135655746,0.0,3.60788271311492,0.5,0.5,0.0
plot_15725,1.80394135655746,1.80394135655746,0.0,3.60788271311492,0.5,0.5,0.0
plot_15736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_15785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_15722,28.218053861592328,28.218053861592328,0.0,56.436107723184655,0.5,0.5,0.0
plot_11557,31.296593129994573,19.543580465342657,0.0,50.840173595337234,0.6155878494652685,0.3844121505347315,0.0
plot_11912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_17709,8.041304780921989,7.318571872607084,0.0,15.359876653529072,0.523526650786901,0.476473349213099,0.0
plot_19140,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11546,25.655117637864777,15.171573082668527,0.0,40.82669072053331,0.6283908194636465,0.37160918053635345,0.0
plot_11543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_18054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_18700,15.426810490095471,15.426810490095471,0.0,30.853620980190943,0.5,0.5,0.0
plot_18053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_15773,28.218053861592328,28.218053861592328,0.0,56.436107723184655,0.5,0.5,0.0
plot_10501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_12664,25.10648035407251,25.10648035407251,0.0,50.21296070814502,0.5,0.5,0.0
plot_15764,34.57246324118585,34.57246324118585,0.0,69.1449264823717,0.5,0.5,0.0
plot_15377,34.57246324118585,34.57246324118585,0.0,69.1449264823717,0.5,0.5,0.0
plot_16749,23.715444882898687,23.715444882898687,0.0,47.430889765797374,0.5,0.5,0.0
plot_12663,7.654644595784964,7.654644595784964,0.0,15.309289191569928,0.5,0.5,0.0
plot_10707,20.185397186741014,20.185397186741014,0.0,40.37079437348203,0.5,0.5,0.0
plot_18653,23.295235139192105,23.295235139192105,0.0,46.59047027838421,0.5,0.5,0.0
plot_10706,41.43930688553525,41.43930688553525,0.0,82.8786137710705,0.5,0.5,0.0
plot_11497,0.8572777201818217,0.8572777201818217,0.0,1.7145554403636434,0.5,0.5,0.0
plot_12122,22.322538870335556,22.322538870335556,0.0,44.64507774067111,0.5,0.5,0.0
plot_12121,14.526953907686721,14.526953907686721,0.0,29.053907815373442,0.5,0.5,0.0
plot_12035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_12036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_12034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_12101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_19802,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_12037,18.681238162996173,18.681238162996173,0.0,37.36247632599235,0.5,0.5,0.0
plot_11484,9.138898180455374,9.138898180455374,0.0,18.27779636091075,0.5,0.5,0.0
plot_11485,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11786,17.846014761529155,17.846014761529155,0.0,35.69202952305831,0.5,0.5,0.0
plot_12102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11494,20.611462745337377,20.611462745337377,0.0,41.222925490674754,0.5,0.5,0.0
plot_11787,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_9776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_8968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11827,18.08155030316101,18.08155030316101,0.0,36.16310060632202,0.5,0.5,0.0
plot_9775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_9836,17.79140672080233,17.79140672080233,0.0,35.58281344160466,0.5,0.5,0.0
plot_11828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_9779,26.152180589117265,26.152180589117265,0.0,52.30436117823453,0.5,0.5,0.0
plot_7806,12.61096244065144,12.61096244065144,0.0,25.22192488130288,0.5,0.5,0.0
plot_11520,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_8969,9.020490394205508,9.020490394205508,0.0,18.040980788411016,0.5,0.5,0.0
plot_7804,9.249373494798828,9.249373494798828,0.0,18.498746989597656,0.5,0.5,0.0
plot_9182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_9777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_8978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_8977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_9183,17.77210325698085,17.77210325698085,0.0,35.5442065139617,0.5,0.5,0.0
plot_9787,10.753436187933877,10.753436187933877,0.0,21.506872375867754,0.5,0.5,0.0
plot_10395,18.84735100899605,18.84735100899605,0.0,37.6947020179921,0.5,0.5,0.0
plot_11831,0.11223527012390358,0.11223527012390358,0.0,0.22447054024780716,0.5,0.5,0.0
plot_9228,22.374905054715306,22.374905054715306,0.0,44.74981010943061,0.5,0.5,0.0
plot_11814,2.455175520666736,2.455175520666736,0.0,4.910351041333472,0.5,0.5,0.0
plot_7805,35.43261583825144,35.43261583825144,0.0,70.86523167650287,0.5,0.5,0.0
plot_11823,1.6639587231687423,1.6639587231687423,0.0,3.3279174463374845,0.5,0.5,0.0
plot_10817,17.17806973111706,17.17806973111706,0.0,34.35613946223412,0.5,0.5,0.0
plot_9788,10.93603378966387,10.93603378966387,0.0,21.87206757932774,0.5,0.5,0.0
plot_9758,16.636418643966728,16.636418643966728,0.0,33.272837287933456,0.5,0.5,0.0
plot_11822,24.176766319992502,17.28242862685629,0.0,41.4591949468488,0.5831460632795069,0.416853936720493,0.0
plot_10855,14.584131646924217,7.05984064494291,0.0,21.643972291867126,0.6738195489376183,0.3261804510623817,0.0
plot_8996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_8966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_16837,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11493,5.445798085845699,0.0,0.0,5.445798085845699,1.0,0.0,0.0
plot_11825,14.3466309080016,0.0,0.0,14.3466309080016,1.0,0.0,0.0
plot_10856,18.037445875099383,18.037445875099383,0.0,36.074891750198766,0.5,0.5,0.0
plot_9806,9.375914544181931,9.375914544181931,0.0,18.751829088363863,0.5,0.5,0.0
plot_11824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11779,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_16812,23.927438493186845,23.927438493186845,0.0,47.85487698637369,0.5,0.5,0.0
plot_10394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_9184,7.966635284007351,7.966635284007351,0.0,15.933270568014702,0.5,0.5,0.0
plot_11830,7.478547760503941,7.478547760503941,0.0,14.957095521007883,0.5,0.5,0.0
plot_9759,8.830919801052321,8.830919801052321,0.0,17.661839602104642,0.5,0.5,0.0
plot_11875,17.79667028368615,17.79667028368615,0.0,35.5933405673723,0.5,0.5,0.0
plot_9185,22.359827395619146,22.359827395619146,0.0,44.71965479123829,0.5,0.5,0.0
plot_11815,20.26530432336127,20.26530432336127,0.0,40.53060864672254,0.5,0.5,0.0
plot_11924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_9159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_9100,27.22152525835025,27.22152525835025,0.0,54.4430505167005,0.5,0.5,0.0
plot_11874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11812,11.974106055731493,11.974106055731493,0.0,23.948212111462986,0.5,0.5,0.0
plot_11813,11.84293424059678,11.84293424059678,0.0,23.68586848119356,0.5,0.5,0.0
plot_9830,24.280668325323436,24.280668325323436,0.0,48.56133665064687,0.5,0.5,0.0
plot_9829,5.421601305968197,5.421601305968197,0.0,10.843202611936395,0.5,0.5,0.0
plot_9098,16.08879839808858,16.08879839808858,0.0,32.17759679617716,0.5,0.5,0.0
plot_9831,33.68235610427768,33.68235610427768,0.0,67.36471220855536,0.5,0.5,0.0
plot_9827,10.919113514244227,10.919113514244227,0.0,21.838227028488454,0.5,0.5,0.0
plot_9832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_9828,31.085364837590507,31.085364837590507,0.0,62.170729675181015,0.5,0.5,0.0
plot_10815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11820,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_16125,24.244872046395948,24.244872046395948,0.0,48.489744092791895,0.5,0.5,0.0
plot_16116,21.257041877583482,21.257041877583482,0.0,42.514083755166965,0.5,0.5,0.0
plot_17603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11780,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10816,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_16115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_8901,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_9099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_18423,31.62442606622779,31.62442606622779,0.0,63.24885213245558,0.5,0.5,0.0
plot_9101,37.320604046526455,37.320604046526455,0.0,74.64120809305291,0.5,0.5,0.0
plot_9102,16.263576676350716,16.263576676350716,0.0,32.52715335270143,0.5,0.5,0.0
plot_9863,24.539512026373753,24.539512026373753,0.0,49.079024052747506,0.5,0.5,0.0
plot_9229,13.295724115128364,13.295724115128364,0.0,26.591448230256727,0.5,0.5,0.0
plot_9186,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_9846,2.1243251167041968,2.1243251167041968,0.0,4.2486502334083935,0.5,0.5,0.0
plot_9843,28.908110899011756,28.908110899011756,0.0,57.81622179802351,0.5,0.5,0.0
plot_9864,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_19725,44.64932785675064,0.0,0.0,44.64932785675064,1.0,0.0,0.0
plot_11542,25.08000071067556,0.0,0.0,25.08000071067556,1.0,0.0,0.0
plot_11578,15.154324048190128,14.931589216345309,0.0,30.085913264535435,0.5037016465128777,0.4962983534871223,0.0
plot_11579,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11914,40.41646768196818,40.41646768196818,0.0,80.83293536393636,0.5,0.5,0.0
plot_11580,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11522,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_18071,36.27095782135807,36.27095782135807,0.0,72.54191564271613,0.5,0.5,0.0
plot_18072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_18069,40.724672547060536,40.724672547060536,0.0,81.44934509412107,0.5,0.5,0.0
plot_10387,30.582300760598446,30.582300760598446,0.0,61.16460152119689,0.5,0.5,0.0
plot_10434,21.881972568249942,21.881972568249942,0.0,43.763945136499885,0.5,0.5,0.0
plot_11523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11581,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_18967,13.21848939020953,13.21848939020953,0.0,26.43697878041906,0.5,0.5,0.0
plot_11582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_18073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_18968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_10496,36.13191312214708,36.13191312214708,0.0,72.26382624429417,0.5,0.5,0.0
plot_17708,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11850,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_9421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_9420,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_9419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11692,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11693,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_18840,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_11913,20.696892500726403,20.696892500726403,0.0,41.393785001452805,0.5,0.5,0.0
plot_18070,19.122312834605818,19.122312834605818,0.0,38.244625669211636,0.5,0.5,0.0
plot_11951,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plot_9300,7.473664619363644,7.473664619363644,0.0,14.947329238727288,0.5,0.5,0.0
plot_11950,0.0,0.0,0.0,0.0,0.0,0.0,0.0
