unit_id,t_id,q_share,raw_share,amp,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8
plot_100,WD_AM,0.14169846479091908,0.19618746714289295,7.9920506818010555,0.14169846479104067,0.11657325382679726,0.11926758247688012,0.12020853557984419,0.11789082764528251,0.1192322469376508,0.13671962273457172,0.12840946600779096
plot_100,WD_PM,0.11657325382669721,0.0552646983680626,7.9920506818010555,0.14169846479104067,0.11657325382679726,0.11926758247688012,0.12020853557984419,0.11789082764528251,0.1192322469376508,0.13671962273457172,0.12840946600779096
plot_100,WD_EVE,0.11926758247677775,0.13546916161279038,7.9920506818010555,0.14169846479104067,0.11657325382679726,0.11926758247688012,0.12020853557984419,0.11789082764528251,0.1192322469376508,0.13671962273457172,0.12840946600779096
plot_100,WD_NT,0.12020853557974102,0.128957200952736,7.9920506818010555,0.14169846479104067,0.11657325382679726,0.11926758247688012,0.12020853557984419,0.11789082764528251,0.1192322469376508,0.13671962273457172,0.12840946600779096
plot_100,WE_AM,0.11789082764518134,0.11490280191081331,7.9920506818010555,0.14169846479104067,0.11657325382679726,0.11926758247688012,0.12020853557984419,0.11789082764528251,0.1192322469376508,0.13671962273457172,0.12840946600779096
plot_100,WE_MD,0.11923224693754848,0.07347691026371334,7.9920506818010555,0.14169846479104067,0.11657325382679726,0.11926758247688012,0.12020853557984419,0.11789082764528251,0.1192322469376508,0.13671962273457172,0.12840946600779096
plot_100,WE_EVE,0.1367196227344544,0.19961733734257844,7.9920506818010555,0.14169846479104067,0.11657325382679726,0.11926758247688012,0.12020853557984419,0.11789082764528251,0.1192322469376508,0.13671962273457172,0.12840946600779096
plot_100,WE_NT,0.12840946600768077,0.09612442240641275,7.9920506818010555,0.14169846479104067,0.11657325382679726,0.11926758247688012,0.12020853557984419,0.11789082764528251,0.1192322469376508,0.13671962273457172,0.12840946600779096
plot_10006,WD_AM,0.12962604095086971,0.15116900375435546,4.706891312905699,0.12962604095098196,0.1192141931854792,0.1216414360459609,0.12283476891943167,0.12135593916595776,0.12436173567970328,0.13398345829222594,0.12698242776012533
plot_10006,WD_PM,0.11921419318537596,0.09001090138820991,4.706891312905699,0.12962604095098196,0.1192141931854792,0.1216414360459609,0.12283476891943167,0.12135593916595776,0.12436173567970328,0.13398345829222594,0.12698242776012533
