unit_id,dist_to_station,dim_station_city,dim_business_access,dim_public_stay,dim_slow_stitch
plot_10648,3086.79,-1.6673485431421629,-0.16037607379685184,-0.12360844714108388,1.4347222876808938
plot_10810,3082.87,-1.6656168100389408,-0.8020051434708468,-1.907907110609326,0.32805428409975834
plot_10650,3058.06,-1.2656418905161906,0.10703263163681256,-0.052062663374448204,4.26118118255447
plot_10846,3062.7,-1.6566460862147534,-1.1050848672546008,-1.907907110609326,0.025908622230308764
plot_10849,3049.29,-1.6506254840374717,-1.1050848672546008,-1.907907110609326,0.5566269582185713
plot_10847,3063.77,-1.6571245254075961,-1.1050848672546008,-1.907907110609326,0.44095027439360035
plot_10605,3055.46,-1.6534012303671162,-1.1050848672546008,-1.907907110609326,-1.4950520116306172
plot_10646,3049.67,-1.3040161280802638,1.9839951742683155,-1.5914850139725614,0.08221177681126879
plot_10604,3021.44,-1.1796547163188023,-1.1050848672546008,-1.5420245465567182,0.8973988246176136
plot_10552,2992.16,-1.2892228078433787,-1.1050848672546008,-1.746181314730043,0.7093808750362772
plot_10499,3004.48,0.24981783150542858,0.32509183858577173,0.8296397754982081,0.7072409352375181
plot_10500,2983.48,2.018559135143377,-0.4368615713013777,2.0568162756667996,1.767835617198667
plot_10549,2947.11,-1.4126354643862675,-1.1050848672546008,-1.7340142994844279,-0.01299583358315659
plot_19877,2942.91,-1.6012029825523815,-0.7408714110437749,8.886596595703011e-06,2.5068533407722278
plot_11486,2924.57,-1.5923721935907857,-1.1050848672546008,-1.907907110609326,-0.6984127785001378
plot_10346,2903.93,-1.2606089416520847,-0.9344142903264877,-1.8375826804632385,0.21405651864807884
plot_10551,2902.97,-1.4591907367234491,-0.9240041318599951,-1.7959862415620746,0.44415625915328383
plot_11760,2883.16,-1.4049744708945067,0.8198176214451889,-1.907907110609326,-0.027114631956223767
plot_10938,2884.81,-1.2256226167340707,-1.043673829634479,-1.8699506892122089,1.2884000556317063
plot_10550,2844.04,-1.5524502128936262,-1.1050848672546008,-1.907907110609326,-0.8954785447561108
plot_10384,3033.21,-1.643345892680029,-1.1050848672546008,-1.907907110609326,-2.863555483678906
plot_12551,3027.93,-1.6409411068462525,0.036853884506410584,-1.907907110609326,-6.136560736265822
plot_10383,3015.54,-1.6352696948700887,-1.1050848672546008,-1.907907110609326,-2.661222799174414
plot_12550,2987.31,-1.0557771882019649,-1.1050848672546008,2.2144109874381597,-3.4581113270105996
plot_10428,3000.96,-1.628544417134997,1.8021066365627494,-0.12360844714108388,-3.2995698551775146
plot_16668,2981.08,-1.4321977813186764,-0.7413253847779726,5.4841909958179995,-0.2360202884118101
plot_10391,2945.15,-0.9961497719657952,-1.1050848672546008,-1.907907110609326,-1.1882994140110836
plot_10937,2906.76,0.6402637905435938,-0.8329173773080053,-1.4032500812209963,-2.3356630900311757
plot_9005,2803.45,-0.6631839545827123,-1.1050848672546008,-1.907907110609326,-4.720715041107382
plot_11131,2810.74,3.960889346610962,0.2895664930759303,3.798531871713953,-1.2039146225130861
plot_11074,2957.88,-1.6083416656856144,-1.1050848672546008,-1.907907110609326,-7.569656882037793
plot_11099,2914.97,-0.8991633733025575,0.4364218913143538,7.274456566440018,5.58325884664662
plot_11098,2900.93,0.42965887961364024,-0.9964868294389961,2.460950581644989,-2.1976601934846296
plot_11216,2927.9,3.0407101914714385,1.2913788667361163,0.018966768095541653,-6.196884646511905
plot_17486,2935.08,3.2947109143730433,-0.47240617612232394,0.057724245268522156,-0.12511236753211938
plot_11221,2898.89,3.7823102314165404,5.148441253160863,1.253513676716791,-1.5275213571329926
plot_11498,2882.34,1.305951707840086,-0.11679469438908949,0.7283298048822765,0.28045830966139157
plot_9763,2820.88,-0.11725160335942508,-1.013569052266213,-0.38069717790066193,-4.5099338671594245
plot_17664,2852.91,-0.8627670881933798,-1.0596816601177117,0.5097952144657898,-0.3909315714113823
plot_9764,2746.72,10.53830355651839,-0.18440707380354043,9.297130956050436,1.8826118392811972
plot_11496,2831.57,-1.4750467215911724,-1.000195509753389,-1.778248833932224,0.32728156677976605
plot_17739,2793.94,-1.3163750930910685,-0.49346165177251006,-1.8333144668593713,-0.22944708192783259
plot_11759,2767.63,0.1115258883129896,-0.12612861909158712,-1.907907110609326,-0.6789309027137576
plot_11758,2725.22,1.8818659756351659,2.352614060547032,1.0774682636723925,2.226727526237201
plot_18339,2682.54,2.208693437553686,-0.8089084665742714,0.014204376697878551,-2.8492523165040033
plot_19532,2582.39,-1.2407882763585607,-0.6576665179113563,0.029275518170343573,1.6135502852101342
plot_16291,2580.0,0.7164644886515875,-0.018188917825257833,-1.4083118336989968,0.04080760766236413
plot_18402,2555.5,-1.3921315180978828,-1.1050848672546008,-1.907907110609326,-1.7520177809754363
plot_18875,2518.44,-0.9633515670334224,-0.2978495260530994,-0.06215656739676856,4.777112127233877
plot_18403,2511.8,2.496877733521087,0.3707014811835261,0.11016235976870825,-2.896395259563866
plot_7631,2749.64,0.9604067235267122,0.16476974908427222,1.0414352641220908,1.1398438462351046
plot_9006,2703.2,1.689927571537606,-1.1050848672546008,3.8729271812693984,-2.1193472548279573
plot_7630,2656.98,3.6908471620651317,0.26696010079750065,2.5981122154350107,-2.4647549022543185
plot_7629,2591.86,2.081528279504111,2.471274270971908,0.7034417948088147,-0.15032834956979235
plot_7518,2601.95,-1.1221076815682542,-0.4212260032012344,-1.907907110609326,-3.730377639956823
plot_7517,2561.67,-1.2756555447862619,-1.0274456086366868,-1.8599204858711094,-2.58380376859253
plot_7628,2516.66,-0.7195774366062011,-0.9997624846510468,-1.7158758046282547,-1.2248920079246255
plot_8980,2493.22,0.44440233048437305,-1.1050848672546008,1.9359316735187901,5.158300438720517
plot_16709,2477.99,1.2727513826476748,5.613893162703578,0.3754000148294346,-0.09260554988302089
