unit_id,t_id,mob_state,p_R1,p_R2,p_R3,p_R4,p_R5,p_R6,p_R7,road_centrality,accessibility_index,population_density,traffic_intensity,congestion_proxy,barrier_index,bottleneck_index,stay_proxy
plot_10650,WD_EVE,2,2.2124694326282897e-06,0.9999977859135752,9.653609929009978e-15,1.9239011517987452e-19,0.0,1.6169828525260597e-09,0.0,0.31450295698130365,0.4687936198880396,349.2984975179037,1232.4266760977948,387.6018338953958,0.0,0.21450305698130362,0.0
plot_10650,WE_PM,2,2.1640342762706755e-06,0.9999978343401852,9.781310522720809e-15,1.8682862086583697e-19,0.0,1.625529129723361e-09,0.0,0.31450295698130365,0.4687936198880396,349.2984975179037,1232.4266760977948,387.6018338953958,0.0,0.21450305698130362,0.0
plot_10846,WD_AM,5,3.183373626913779e-33,8.474102607845468e-51,4.4954724302814487e-69,1.105016201958116e-27,0.999999758759661,1.628534229536552e-66,2.412403395899761e-07,0.3106487198287033,0.3795276092175896,349.2984975179037,0.0,0.0,0.0,0.2106488198287033,0.0
plot_10846,WD_PM,5,3.384463877470185e-33,8.536773115705958e-51,4.4345338668333105e-69,1.1977307886299628e-27,0.999999741296287,1.618922645239906e-66,2.5870371238822545e-07,0.3106487198287033,0.3795276092175896,349.2984975179037,0.0,0.0,0.0,0.2106488198287033,0.0
plot_10846,WD_EVE,5,3.330766471323563e-33,8.517679155765385e-51,4.461887331917844e-69,1.1735100592710904e-27,0.9999997458842177,1.6205861126035645e-66,2.5411578346503544e-07,0.3106487198287033,0.3795276092175896,349.2984975179037,0.0,0.0,0.0,0.2106488198287033,0.0
plot_10846,WE_PM,5,3.2466237223684374e-33,8.490657768750197e-51,4.4910625192739467e-69,1.1348901348634897e-27,0.9999997531680533,1.624332300174943e-66,2.4683194699350687e-07,0.3106487198287033,0.3795276092175896,349.2984975179037,0.0,0.0,0.0,0.2106488198287033,0.0
plot_10849,WD_AM,5,3.3499411989890934e-33,8.576646515897606e-51,4.2161295166832156e-69,1.1743413758037823e-27,0.9999997525570437,1.5763810967667927e-66,2.4744295550949214e-07,0.31450295698130365,0.3858666943028359,349.2984975179037,0.0,0.0,0.0,0.22450286698130367,0.0
plot_10849,WD_PM,5,3.56183291396329e-33,8.653882170090685e-51,4.105125166538969e-69,1.269123215941463e-27,0.9999997350938297,1.5711609089730882e-66,2.649061704947897e-07,0.31450295698130365,0.3858666943028359,349.2984975179037,0.0,0.0,0.0,0.22450286698130367,0.0
plot_10849,WD_EVE,5,3.507404337519957e-33,8.632840694748823e-51,4.138941438336304e-69,1.245069293305636e-27,0.9999997395372786,1.571995482424822e-66,2.6046272027371506e-07,0.31450295698130365,0.3858666943028359,349.2984975179037,0.0,0.0,0.0,0.22450286698130367,0.0
plot_10849,WE_PM,5,3.419350057351731e-33,8.600317725849935e-51,4.1869652845140443e-69,1.205778351315965e-27,0.999999746781196,1.574008581307581e-66,2.5321880234360017e-07,0.31450295698130365,0.3858666943028359,349.2984975179037,0.0,0.0,0.0,0.22450286698130367,0.0
plot_10847,WD_AM,5,2.8454681106010405e-33,8.456933727635645e-51,3.165319606189022e-69,9.63459563538418e-28,0.9999997957903228,7.598868092745096e-67,2.0420967712697767e-07,0.3106487198287033,0.4062365191934222,349.2984975179037,0.0,0.0,0.0,0.19814860732870326,0.0
plot_10847,WD_PM,5,3.0219971869546444e-33,8.511951714292785e-51,3.1425674188526576e-69,1.0443542261420228e-27,0.9999997810873635,7.545413121858402e-67,2.1891263747322148e-07,0.3106487198287033,0.4062365191934222,349.2984975179037,0.0,0.0,0.0,0.19814860732870326,0.0
plot_10847,WD_EVE,5,2.9740067722055175e-33,8.494021826164668e-51,3.15853384287095e-69,1.022954916405883e-27,0.9999997850052065,7.554820182714958e-67,2.149947937024994e-07,0.3106487198287033,0.4062365191934222,349.2984975179037,0.0,0.0,0.0,0.19814860732870326,0.0
plot_10847,WE_PM,5,2.8998973481750982e-33,8.469933884022375e-51,3.17125207580004e-69,9.89186129740275e-28,0.9999997911530838,7.575702733924804e-67,2.0884691591682529e-07,0.3106487198287033,0.4062365191934222,349.2984975179037,0.0,0.0,0.0,0.19814860732870326,0.0
plot_10605,WD_AM,5,4.020582462469826e-33,8.807855224536737e-51,6.385925909853512e-69,1.3912996897728054e-27,0.999999680748965,2.1585781174560151e-66,3.1925103510168154e-07,0.3055668857795499,0.361316127512748,349.2984975179037,0.0,0.0,0.0,0.17699532863669273,0.0
plot_10605,WD_PM,5,4.2559509772185225e-33,8.847760977381959e-51,6.426752131089302e-69,1.506120999041044e-27,0.9999996584478318,2.1385581891673796e-66,3.415521689771887e-07,0.3055668857795499,0.361316127512748,349.2984975179037,0.0,0.0,0.0,0.17699532863669273,0.0
plot_10605,WD_EVE,5,4.1894334021204666e-33,8.831867277555175e-51,6.444224314105995e-69,1.474960278752333e-27,0.9999996645684591,2.1421576983196804e-66,3.3543154255572547e-07,0.3055668857795499,0.361316127512748,349.2984975179037,0.0,0.0,0.0,0.17699532863669273,0.0
plot_10605,WE_PM,5,4.0898877703992905e-33,8.813487839192465e-51,6.435980629708048e-69,1.4268126115352544e-27,0.9999996739437725,2.1500019438157187e-66,3.260562274320089e-07,0.3055668857795499,0.361316127512748,349.2984975179037,0.0,0.0,0.0,0.17699532863669273,0.0
plot_10646,WD_AM,5,2.990067409578093e-33,8.428840139055514e-51,4.2845996284240687e-69,1.0096163324354199e-27,0.9999997769747964,1.5753961396585951e-66,2.2302520385770048e-07,0.3106487198287033,0.3810456127413069,349.2984975179037,0.0,0.0,0.0,0.21064891982870326,0.0
plot_10646,WD_PM,5,3.1667460470734296e-33,8.46936798060446e-51,4.303934923662459e-69,1.0932316361380269e-27,0.9999997613120436,1.5612563526889717e-66,2.386879577008755e-07,0.3106487198287033,0.3810456127413069,349.2984975179037,0.0,0.0,0.0,0.21064891982870326,0.0
plot_10646,WD_EVE,5,3.117089071739575e-33,8.453774667541976e-51,4.317051716550714e-69,1.070619199211418e-27,0.9999997655931548,1.563792857270954e-66,2.34406845902575e-07,0.3106487198287033,0.3810456127413069,349.2984975179037,0.0,0.0,0.0,0.21064891982870326,0.0
plot_10646,WE_PM,5,3.0424456042743422e-33,8.435281150457524e-51,4.314680621391903e-69,1.0355790777232892e-27,0.9999997721727116,1.5693313855499537e-66,2.2782728763745794e-07,0.3106487198287033,0.3810456127413069,349.2984975179037,0.0,0.0,0.0,0.21064891982870326,0.0
plot_10604,WD_AM,5,1.3623041122117438e-32,3.0261949257683287e-50,1.6536324391872953e-68,3.064143749655013e-26,0.9999987445655976,1.979346845899849e-65,1.2554344039682663e-06,0.31450295698130365,0.3877581633792471,79.21402359008789,0.0,0.0,0.0,0.23268485698130364,0.0
plot_10604,WD_PM,5,1.4451349448084674e-32,3.043557772036178e-50,1.650586378420221e-68,3.320309666907015e-26,0.9999986550213776,1.9636306014334498e-65,1.3449786226247234e-06,0.31450295698130365,0.3877581633792471,79.21402359008789,0.0,0.0,0.0,0.23268485698130364,0.0
plot_10604,WD_EVE,5,1.422275396053631e-32,3.0375057013697246e-50,1.657445562982262e-68,3.251853007397291e-26,0.9999986791613172,1.9664243206346903e-65,1.3208386828180717e-06,0.31450295698130365,0.3877581633792471,79.21402359008789,0.0,0.0,0.0,0.23268485698130364,0.0
plot_10604,WE_PM,5,1.3874032510077e-32,3.0297802958073465e-50,1.660642788971623e-68,3.144729195877258e-26,0.9999987166818026,1.972572554458036e-65,1.2833181970382362e-06,0.31450295698130365,0.3877581633792471,79.21402359008789,0.0,0.0,0.0,0.23268485698130364,0.0
plot_10552,WD_AM,5,3.2626460395167884e-33,8.609589754632862e-51,4.612752959241015e-69,1.1203342034525433e-27,0.9999997593974618,1.9183448537704185e-66,2.4060253797218653e-07,0.31450295698130365,0.3819535619066689,349.2984975179037,0.0,0.0,0.0,0.23268485698130364,0.0
plot_10552,WD_PM,5,3.46974353749071e-33,8.676191971730823e-51,4.538639354908984e-69,1.2140864004926086e-27,0.9999997419833,1.9079202849304532e-66,2.5801670014856415e-07,0.31450295698130365,0.3819535619066689,349.2984975179037,0.0,0.0,0.0,0.23268485698130364,0.0
plot_10552,WD_EVE,5,3.414836730079661e-33,8.656376952451126e-51,4.5685522423347576e-69,1.1897204951885258e-27,0.9999997465319767,1.9097085921330598e-66,2.534680241611688e-07,0.31450295698130365,0.3819535619066689,349.2984975179037,0.0,0.0,0.0,0.23268485698130364,0.0
plot_10552,WE_PM,5,3.328292685294821e-33,8.627809664035256e-51,4.6029672795429395e-69,1.1507023944743936e-27,0.9999997537879804,1.9137667248968925e-66,2.4621202128033975e-07,0.31450295698130365,0.3819535619066689,349.2984975179037,0.0,0.0,0.0,0.23268485698130364,0.0
plot_10499,WD_AM,6,4.0382972537903414e-05,0.0,0.006807743480993445,3.4097212805279044e-19,0.0,0.9931518735464686,0.0,0.30412194761223327,0.1800170271039925,72.14794158935547,15036.740992962565,12855.219422218686,1.8111111111111111,0.9285663920566777,0.0
plot_10499,WD_PM,6,4.252855108025068e-05,0.0,0.007428230563741574,3.6952106295382715e-19,0.0,0.9925292408851778,0.0,0.30412194761223327,0.1800170271039925,72.14794158935547,15036.740992962565,12855.219422218686,1.8111111111111111,0.9285663920566777,0.0
plot_10499,WD_EVE,6,4.18603984713459e-05,0.0,0.007338941233671033,3.613208946168481e-19,0.0,0.9926191983678574,0.0,0.30412194761223327,0.1800170271039925,72.14794158935547,15036.740992962565,12855.219422218686,1.8111111111111111,0.9285663920566777,0.0
plot_10499,WE_PM,6,4.0935092021188114e-05,0.0,0.007100253029303803,3.492283173441159e-19,0.0,0.9928588118786751,0.0,0.30412194761223327,0.1800170271039925,72.14794158935547,15036.740992962565,12855.219422218686,1.8111111111111111,0.9285663920566777,0.0
plot_10500,WD_AM,2,2.1699778230344665e-08,0.999999665340682,1.3005934366520435e-12,1.8284274410680436e-23,0.0,3.129582398006739e-07,0.0,0.3106487198287033,0.37753524129734495,349.2984975179037,11662.362971515748,3622.8981272790393,0.0,0.21064881982870326,0.0
plot_10500,WD_PM,2,2.2661403183123027e-08,0.9999996686250209,1.3736337279354493e-12,1.9621424680910328e-23,0.0,3.0871220317032855e-07,0.0,0.3106487198287033,0.37753524129734495,349.2984975179037,11662.362971515748,3622.8981272790393,0.0,0.21064881982870326,0.0
plot_10500,WD_EVE,2,2.2369761104432036e-08,0.999999667800605,1.366860548078907e-12,1.9247763618866806e-23,0.0,3.098282663739263e-07,0.0,0.3106487198287033,0.37753524129734495,349.2984975179037,11662.362971515748,3622.8981272790393,0.0,0.21064881982870326,0.0
plot_10500,WE_PM,2,2.1956936455955813e-08,0.9999996664363812,1.339952395266882e-12,1.8683872641831223e-23,0.0,3.1160534158097626e-07,0.0,0.3106487198287033,0.37753524129734495,349.2984975179037,11662.362971515748,3622.8981272790393,0.0,0.21064881982870326,0.0
plot_10549,WD_AM,5,3.032894045107361e-33,8.545418236214229e-51,4.159697386788249e-69,9.567904177726069e-28,0.9999997854840411,1.8712128491062586e-66,2.1451595905375202e-07,0.31450295698130365,0.3769067882425577,349.2984975179037,0.0,0.0,0.0,0.21450295698130367,0.0
plot_10549,WD_PM,5,3.151505175043216e-33,8.515422625850621e-51,4.4086497451202356e-69,1.0221712062364048e-27,0.999999773828695,1.8395281548814319e-66,2.261713038934318e-07,0.31450295698130365,0.3769067882425577,349.2984975179037,0.0,0.0,0.0,0.21450295698130367,0.0
plot_10549,WD_EVE,5,3.1103041633458815e-33,8.511883850671685e-51,4.379473768217016e-69,1.0023772281333965e-27,0.9999997774913502,1.8454079141097805e-66,2.225086512271489e-07,0.31450295698130365,0.3769067882425577,349.2984975179037,0.0,0.0,0.0,0.21450295698130367,0.0
plot_10549,WE_PM,5,3.057827295508579e-33,8.520809972973121e-51,4.285946132811829e-69,9.743737787138725e-28,0.9999997825273313,1.8578761947165064e-66,2.1747266975628408e-07,0.31450295698130365,0.3769067882425577,349.2984975179037,0.0,0.0,0.0,0.21450295698130367,0.0
plot_19877,WD_AM,6,7.157868024131241e-06,0.0,2.8907347632056225e-06,1.6619025941291382e-19,0.0,0.9999899513972127,0.0,0.3106487198287033,0.31649166002111856,53.43830490112305,10495.962098105405,5760.317700826427,0.7666666666666666,0.54231538649537,0.0
plot_19877,WD_PM,6,7.4118740605371625e-06,0.0,3.364054333134949e-06,1.7777813489895582e-19,0.0,0.9999892240716065,0.0,0.3106487198287033,0.31649166002111856,53.43830490112305,10495.962098105405,5760.317700826427,0.7666666666666666,0.54231538649537,0.0
plot_19877,WD_EVE,6,7.314481519186661e-06,0.0,3.28372095089461e-06,1.7412807993956634e-19,0.0,0.9999894017975297,0.0,0.3106487198287033,0.31649166002111856,53.43830490112305,10495.962098105405,5760.317700826427,0.7666666666666666,0.54231538649537,0.0
plot_19877,WE_PM,6,7.199350880414834e-06,0.0,3.0972044708579606e-06,1.6912613676249677e-19,0.0,0.9999897034446489,0.0,0.3106487198287033,0.31649166002111856,53.43830490112305,10495.962098105405,5760.317700826427,0.7666666666666666,0.54231538649537,0.0
plot_11486,WD_AM,5,3.3560755752557695e-33,8.59389726433812e-51,4.892664386732475e-69,1.0760428353183832e-27,0.9999997588161988,2.020450531870597e-66,2.411838000066488e-07,0.31450295698130365,0.3698940718333497,349.2984975179037,0.0,0.0,0.0,0.20200284448130365,0.0
plot_11486,WD_PM,5,3.511439080276182e-33,8.587427310343926e-51,5.09605564223596e-69,1.1557310626978801e-27,0.9999997442612355,1.9912400169192463e-66,2.557387633568094e-07,0.31450295698130365,0.3698940718333497,349.2984975179037,0.0,0.0,0.0,0.20200284448130365,0.0
plot_11486,WD_EVE,5,3.461889071752774e-33,8.579681309098832e-51,5.07849625812776e-69,1.1325682712878718e-27,0.9999997486027429,1.996624712468784e-66,2.5139725639994205e-07,0.31450295698130365,0.3698940718333497,349.2984975179037,0.0,0.0,0.0,0.20200284448130365,0.0
plot_11486,WE_PM,5,3.394497277123025e-33,8.579405723615898e-51,5.004151418348854e-69,1.098717208674955e-27,0.9999997548224132,2.0081092919957429e-66,2.451775885942063e-07,0.31450295698130365,0.3698940718333497,349.2984975179037,0.0,0.0,0.0,0.20200284448130365,0.0
plot_10346,WD_AM,5,1.3884271075956444e-32,2.9481475793901127e-50,1.8235640869712557e-68,2.9406349073794005e-26,0.9999987128013614,2.385943501007654e-65,1.2871986399847346e-06,0.31278856071577,0.37475545168943936,80.5016975402832,0.0,0.0,0.0,0.22278856071576997,0.0
plot_10346,WD_PM,5,1.4642489222648594e-32,2.9560890128983e-50,1.857689094821541e-68,3.176216696225918e-26,0.9999986265857838,2.359294086463303e-65,1.3734142146919672e-06,0.31278856071577,0.37475545168943936,80.5016975402832,0.0,0.0,0.0,0.22278856071576997,0.0
plot_10346,WD_EVE,5,1.4419933827589582e-32,2.951675412733925e-50,1.858725033912405e-68,3.110786377485309e-26,0.9999986509060511,2.3641419442316508e-65,1.3490939492718208e-06,0.31278856071577,0.37475545168943936,80.5016975402832,0.0,0.0,0.0,0.22278856071576997,0.0
plot_10346,WE_PM,5,1.4096818407308404e-32,2.9476239848356964e-50,1.8475300299101998e-68,3.011581923881848e-26,0.9999986873396356,2.3746006838272635e-65,1.3126603626814625e-06,0.31278856071577,0.37475545168943936,80.5016975402832,0.0,0.0,0.0,0.22278856071576997,0.0
plot_10551,WD_AM,5,1.4929276369300386e-32,3.628735510963529e-50,1.6822123466730446e-68,3.979453316776942e-26,0.9999985784324018,3.0022895084960796e-65,1.4215675984749435e-06,0.31450295698130365,0.3820989616972541,72.66160583496094,0.0,0.0,0.0,0.22450286698130367,0.0
plot_10551,WD_PM,5,1.5190687229931e-32,3.5877918638307856e-50,1.870883717188802e-68,4.177946064638502e-26,0.9999985279386417,2.931766199718314e-65,1.4720613573884198e-06,0.31450295698130365,0.3820989616972541,72.66160583496094,0.0,0.0,0.0,0.22450286698130367,0.0
plot_10551,WD_EVE,5,1.504369690360775e-32,3.591369212202722e-50,1.84193111248776e-68,4.1077007319050786e-26,0.9999985477194441,2.944994002665033e-65,1.4522805562582295e-06,0.31450295698130365,0.3820989616972541,72.66160583496094,0.0,0.0,0.0,0.22450286698130367,0.0
plot_10551,WE_PM,5,1.4910590473511128e-32,3.606195935091015e-50,1.768701119095314e-68,4.019640507964274e-26,0.9999985707301633,2.972782101918523e-65,1.4292698367164964e-06,0.31450295698130365,0.3820989616972541,72.66160583496094,0.0,0.0,0.0,0.22450286698130367,0.0
plot_11760,WD_AM,5,2.9719400166026197e-33,8.52804441219562e-51,4.046688553540305e-69,9.425990622812058e-28,0.9999997873671496,1.80237977827996e-66,2.1263285120551622e-07,0.31278856071577,0.37770865010430404,349.2984975179037,0.0,0.0,0.0,0.21278856071577001,0.0
plot_11760,WD_PM,5,3.085614280810727e-33,8.49536886584488e-51,4.297522508513703e-69,1.0063469828380165e-27,0.9999997759694177,1.7713522951051028e-66,2.240305814945561e-07,0.31278856071577,0.37770865010430404,349.2984975179037,0.0,0.0,0.0,0.21278856071577001,0.0
plot_11760,WD_EVE,5,3.0456699051994028e-33,8.492325256417564e-51,4.2674984464766307e-69,9.869486970811137e-28,0.9999997795751016,1.7771137591815466e-66,2.2042489912617603e-07,0.31278856071577,0.37770865010430404,349.2984975179037,0.0,0.0,0.0,0.21278856071577001,0.0
plot_11760,WE_PM,5,2.9952368339839437e-33,8.502304386750177e-51,4.1730543256284043e-69,9.596156332318655e-28,0.9999997845069669,1.789324424538272e-66,2.1549303280886595e-07,0.31278856071577,0.37770865010430404,349.2984975179037,0.0,0.0,0.0,0.21278856071577001,0.0
plot_10938,WD_AM,7,5.369592201130422e-27,0.0,1.3377642144751587e-60,2.472610941431471e-20,0.0,2.970238805368172e-57,1.0,0.3106487198287033,0.33503160334399623,65.5575942993164,0.0,0.0,0.4833333333333333,0.4039820531620366,0.0
plot_10938,WD_PM,7,5.241650297394722e-27,0.0,1.717165937829559e-60,2.5073425514917442e-20,0.0,2.909320634924164e-57,1.0,0.3106487198287033,0.33503160334399623,65.5575942993164,0.0,0.0,0.4833333333333333,0.4039820531620366,0.0
plot_10938,WD_EVE,7,5.2689534667971084e-27,0.0,1.6583259879626237e-60,2.4982649523740792e-20,0.0,2.944286779018057e-57,1.0,0.3106487198287033,0.33503160334399623,65.5575942993164,0.0,0.0,0.4833333333333333,0.4039820531620366,0.0
plot_10938,WE_PM,7,5.32044980863685e-27,0.0,1.5084349408302406e-60,2.483763250293562e-20,0.0,2.9760041442023903e-57,1.0,0.3106487198287033,0.33503160334399623,65.5575942993164,0.0,0.0,0.4833333333333333,0.4039820531620366,0.0
plot_10550,WD_AM,5,3.881610927453117e-33,9.198230437165339e-51,3.5500493219429946e-69,1.1277921248839975e-27,0.9999997355425764,2.622579370044358e-66,2.6445742516685046e-07,0.31450295698130365,0.36347516812835157,349.2984975179037,0.0,0.0,0.0,0.20200295698130366,0.0
plot_10550,WD_PM,5,3.7732838432319e-33,8.952285962330134e-51,4.3387456928353383e-69,1.1372522344966741e-27,0.9999997370365666,2.529259167751101e-66,2.629634317090117e-07,0.31450295698130365,0.36347516812835157,349.2984975179037,0.0,0.0,0.0,0.20200295698130366,0.0
plot_10550,WD_EVE,5,3.7666516405839975e-33,8.987390660445845e-51,4.1960785755472256e-69,1.1256560225894127e-27,0.9999997387776375,2.546907512232042e-66,2.61222364190204e-07,0.31450295698130365,0.36347516812835157,349.2984975179037,0.0,0.0,0.0,0.20200295698130366,0.0
plot_10550,WE_PM,5,3.8004763953415184e-33,9.080657504659573e-51,3.881882540630838e-69,1.1188874523393711e-27,0.9999997388279723,2.5837041413649127e-66,2.611720269101981e-07,0.31450295698130365,0.36347516812835157,349.2984975179037,0.0,0.0,0.0,0.20200295698130366,0.0
plot_10384,WD_AM,7,2.2694085347943046e-27,0.0,2.380430569374772e-56,1.9961405585651644e-21,0.0,1.2467234748221714e-62,1.0,0.30662080285475996,0.02388270911627033,349.2984975179037,0.0,0.0,2.925,1.3641206903547598,0.0
plot_10384,WD_PM,7,2.235243049345386e-27,0.0,2.423706944649902e-56,2.0229547232645847e-21,0.0,1.1647482654726529e-62,1.0,0.30662080285475996,0.02388270911627033,349.2984975179037,0.0,0.0,2.925,1.3641206903547598,0.0
plot_10384,WD_EVE,7,2.2426313898523398e-27,0.0,2.441821357091888e-56,2.016337754272902e-21,0.0,1.1874344194377997e-62,1.0,0.30662080285475996,0.02388270911627033,349.2984975179037,0.0,0.0,2.925,1.3641206903547598,0.0
plot_10384,WE_PM,7,2.256416298427524e-27,0.0,2.4328183451547987e-56,2.0052618527150368e-21,0.0,1.2222434406640927e-62,1.0,0.30662080285475996,0.02388270911627033,349.2984975179037,0.0,0.0,2.925,1.3641206903547598,0.0
plot_12551,WD_AM,7,1.9180129259236225e-27,0.0,2.3054164941392912e-56,4.3620036698206165e-21,0.0,1.2112641385792877e-117,1.0,0.30183869320232126,-0.5396910400234485,349.2984975179037,0.0,0.0,7.8,3.3093386932023217,0.0
plot_12551,WD_PM,7,1.886998609316165e-27,0.0,2.405748722673445e-56,4.421627952797079e-21,0.0,1.1362800987796266e-117,1.0,0.30183869320232126,-0.5396910400234485,349.2984975179037,0.0,0.0,7.8,3.3093386932023217,0.0
plot_12551,WD_EVE,7,1.8936923746835027e-27,0.0,2.413203147834089e-56,4.406819327098663e-21,0.0,1.1578016897898933e-117,1.0,0.30183869320232126,-0.5396910400234485,349.2984975179037,0.0,0.0,7.8,3.3093386932023217,0.0
plot_12551,WE_PM,7,1.9062014380359968e-27,0.0,2.381293112748272e-56,4.382161728361609e-21,0.0,1.1899029116268764e-117,1.0,0.30183869320232126,-0.5396910400234485,349.2984975179037,0.0,0.0,7.8,3.3093386932023217,0.0
plot_10383,WD_AM,7,2.0733736939198595e-27,0.0,4.420782303807017e-56,2.1222453017415263e-21,0.0,6.97721376277767e-68,1.0,0.30662080285475996,-0.009056587051260223,349.2984975179037,0.0,0.0,3.8499999999999996,1.75662071285476,0.0
plot_10383,WD_PM,7,2.036941128600969e-27,0.0,4.768827220434572e-56,2.15172573809761e-21,0.0,6.585071212446226e-68,1.0,0.30662080285475996,-0.009056587051260223,349.2984975179037,0.0,0.0,3.8499999999999996,1.75662071285476,0.0
plot_10383,WD_EVE,7,2.044786033842876e-27,0.0,4.755213451054563e-56,2.1443421437548276e-21,0.0,6.704070346148345e-68,1.0,0.30662080285475996,-0.009056587051260223,349.2984975179037,0.0,0.0,3.8499999999999996,1.75662071285476,0.0
plot_10383,WE_PM,7,2.0594742514787985e-27,0.0,4.631697072063779e-56,2.132131639134497e-21,0.0,6.87410598331496e-68,1.0,0.30662080285475996,-0.009056587051260223,349.2984975179037,0.0,0.0,3.8499999999999996,1.75662071285476,0.0
plot_12550,WD_AM,3,0.0019186206074927326,0.0,0.9980813793925073,1.112515437674733e-17,0.0,3.8303442047599404e-66,0.0,0.30183869320232126,-0.5445565554264644,349.2984975179037,4483.136769150519,12618.442141379517,8.325000000000001,3.519338580702322,0.0
plot_12550,WD_PM,3,0.0015974580834544631,0.0,0.9984025419165455,9.593874804000258e-18,0.0,3.128813060282906e-66,0.0,0.30183869320232126,-0.5445565554264644,349.2984975179037,4483.136769150519,12618.442141379517,8.325000000000001,3.519338580702322,0.0
plot_12550,WD_EVE,3,0.001634947164984633,0.0,0.9983650528350154,9.739572868222096e-18,0.0,3.236422938881586e-66,0.0,0.30183869320232126,-0.5445565554264644,349.2984975179037,4483.136769150519,12618.442141379517,8.325000000000001,3.519338580702322,0.0
plot_12550,WE_PM,3,0.0017513205013421438,0.0,0.9982486794986578,1.0284319523582027e-17,0.0,3.5007724715588343e-66,0.0,0.30183869320232126,-0.5445565554264644,349.2984975179037,4483.136769150519,12618.442141379517,8.325000000000001,3.519338580702322,0.0
plot_10428,WD_AM,3,0.00027896830262741037,0.0,0.9997210316973726,2.0138161225104613e-17,0.0,1.049098318818279e-44,0.0,0.3018097465598543,-0.3226378230280861,71.71978759765625,59652.789924616496,152732.18075078333,7.483333333333333,2.995143079893188,0.0
plot_10428,WD_PM,3,0.00023135048613925747,0.0,0.9997686495138607,1.729976126248772e-17,0.0,8.543253888177969e-45,0.0,0.3018097465598543,-0.3226378230280861,71.71978759765625,59652.789924616496,152732.18075078333,7.483333333333333,2.995143079893188,0.0
plot_10428,WD_EVE,3,0.00023694967447494516,0.0,0.999763050325525,1.7574539854813516e-17,0.0,8.842081911683916e-45,0.0,0.3018097465598543,-0.3226378230280861,71.71978759765625,59652.789924616496,152732.18075078333,7.483333333333333,2.995143079893188,0.0
plot_10428,WE_PM,3,0.00025421055303207884,0.0,0.999745789446968,1.8585393777886986e-17,0.0,9.575844159350092e-45,0.0,0.3018097465598543,-0.3226378230280861,71.71978759765625,59652.789924616496,152732.18075078333,7.483333333333333,2.995143079893188,0.0
