unit_id,t_id,func_state,p_F0,p_F1,p_F2,p_F3,p_F4,p_F5,poi_density,poi_entropy,food_density,retail_density,office_density,residential_service_density,public_service_density,entertainment_density,transport_service_density,dianping_heat,meituan_heat,avg_rating,housing_price,aoi_dominant_function,service_accessibility,station_proximity
plot_10849,WD_EVE,F3,0.0,0.0,0.0,1.0,0.0,0.0,0.007052060476981,0.6931471805579453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,69257.0,UNKNOWN,0.9173685335586764,0.0221124937973613
plot_10849,WD_NT,F3,0.0,0.0,0.0,1.0,0.0,0.0,0.0096229736904882,0.6931471805579453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,69257.0,UNKNOWN,0.9173685335586764,0.0221124937973613
plot_10849,WE_AM,F3,0.0,0.0,0.0,1.0,0.0,0.0,0.0090265031533672,0.6931471805579453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,69257.0,UNKNOWN,0.9173685335586764,0.0221124937973613
plot_10849,WE_MD,F3,0.0,0.0,0.0,1.0,0.0,0.0,0.0083730337050704,0.6931471805579453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,69257.0,UNKNOWN,0.9173685335586764,0.0221124937973613
plot_10849,WE_EVE,F3,0.0,0.0,0.0,1.0,0.0,0.0,0.0070863250606984,0.6931471805579453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,69257.0,UNKNOWN,0.9173685335586764,0.0221124937973613
plot_10849,WE_NT,F3,0.0,0.0,0.0,1.0,0.0,0.0,0.0097600320253579,0.6931471805579453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,69257.0,UNKNOWN,0.9173685335586764,0.0221124937973613
plot_10847,WD_AM,F3,0.0,0.0,0.0,1.0,0.0,0.0,0.0390345916895324,0.6931471805579453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,69257.0,UNKNOWN,0.9113668185449604,0.0217158580416458
plot_10847,WD_PM,F3,0.0,0.0,0.0,1.0,0.0,0.0,0.0357641751507307,0.6931471805579453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,69257.0,UNKNOWN,0.9113668185449604,0.0217158580416458
plot_10847,WD_EVE,F3,0.0,0.0,0.0,1.0,0.0,0.0,0.0304962283413322,0.6931471805579453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,69257.0,UNKNOWN,0.9113668185449604,0.0217158580416458
plot_10847,WD_NT,F5,0.0,0.0,0.0,0.0,0.0,1.0,0.0416139940866463,0.6931471805579453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,69257.0,UNKNOWN,0.9113668185449604,0.0217158580416458
plot_10847,WE_AM,F3,0.0,0.0,0.0,1.0,0.0,0.0,0.0390345916895324,0.6931471805579453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,69257.0,UNKNOWN,0.9113668185449604,0.0217158580416458
plot_10847,WE_MD,F3,0.0,0.0,0.0,1.0,0.0,0.0,0.0362087007921989,0.6931471805579453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,69257.0,UNKNOWN,0.9113668185449604,0.0217158580416458
plot_10847,WE_EVE,F3,0.0,0.0,0.0,1.0,0.0,0.0,0.0306444035551549,0.6931471805579453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,69257.0,UNKNOWN,0.9113668185449604,0.0217158580416458
plot_10847,WE_NT,F5,0.0,0.0,0.0,0.0,0.0,1.0,0.0422066949419372,0.6931471805579453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,69257.0,UNKNOWN,0.9113668185449604,0.0217158580416458
plot_10605,WD_AM,F4,0.0,0.0,0.0,0.0,1.0,0.0,0.0803369096113656,1.0670895187790832,0.0141108620561128,0.0328760625522829,0.0017662557619659,6.641526146257072e-05,5.507594454497676e-05,0.0,0.0017053114335916,0.0,0.0,3.5,69257.0,UNKNOWN,0.9673691792625444,0.0219426071564165
plot_10605,WD_PM,F4,0.0,0.0,0.0,0.0,1.0,0.0,0.1122297083817645,1.0670895187790832,0.03043863802623,0.0521536606028568,0.0014318973934701,5.152206780700947e-05,5.150493025442312e-05,0.0,0.0008386691187576,0.0,0.0,3.5,69257.0,UNKNOWN,0.9673691792625444,0.0219426071564165
plot_10605,WD_EVE,F5,0.0,0.0,0.0,0.0,0.0,1.0,0.097533303447693,1.0670895187790832,0.0238736736752445,0.0485267660746135,0.0009917676973253,5.063646486491994e-05,2.4895889356325538e-05,0.0,0.0008176189619828,0.0,0.0,3.5,69257.0,UNKNOWN,0.9673691792625444,0.0219426071564165
plot_10605,WD_NT,F4,0.0,0.0,0.0,0.0,1.0,0.0,0.126798066403331,1.0670895187790832,0.0424845327228146,0.0510784425287727,0.0003808439472386,0.0001326590479707,1.7507971210611225e-05,0.0,0.0009808184825583,0.0,0.0,3.5,69257.0,UNKNOWN,0.9673691792625444,0.0219426071564165
plot_10605,WE_AM,F4,0.0,0.0,0.0,0.0,1.0,0.0,0.0810616130134872,1.0670895187790832,0.0147069495545322,0.0334729719569395,0.0013723853619659,6.703774567309703e-05,5.351572022814508e-05,0.0,0.0016318260727435,0.0,0.0,3.5,69257.0,UNKNOWN,0.9673691792625444,0.0219426071564165
plot_10605,WE_MD,F4,0.0,0.0,0.0,0.0,1.0,0.0,0.1156047818148802,1.0670895187790832,0.0313556957161061,0.0543707526772953,0.0013291485934701,5.214455201753579e-05,5.122959655145283e-05,0.0,0.0008431227769908,0.0,0.0,3.5,69257.0,UNKNOWN,0.9673691792625444,0.0219426071564165
plot_10605,WE_EVE,F4,0.0,0.0,0.0,0.0,1.0,0.0,0.0984528712836683,1.0670895187790832,0.0241946438667011,0.0490384027071762,0.0009746428973253,5.094770697018311e-05,2.462055565335524e-05,0.0,0.0008087116455163,0.0,0.0,3.5,69257.0,UNKNOWN,0.9673691792625444,0.0219426071564165
