date,temperature_2m,apparent_temperature,rain,wind_speed_10m
20170609 22:00:00,25.1935,29.503975,0.0,8.714677
20170609 23:00:00,24.7435,28.803692,0.0,9.826088
20170610 00:00:00,24.3435,28.3264,0.0,8.759178
20170610 01:00:00,23.9935,27.146055,0.0,11.165805
20170610 02:00:00,23.793499,27.04401,0.0,10.495713
20170610 03:00:00,23.5935,27.246584,0.9,10.239453
20170610 04:00:00,23.4935,27.200085,2.9,10.661107
20170610 05:00:00,23.3435,26.321531,2.4,13.32
20170610 06:00:00,23.543499,26.751316,1.4,8.373386
20170610 07:00:00,23.4435,26.490501,1.8,9.659814
20170610 08:00:00,23.543499,27.193153,1.2,9.290511
20170610 09:00:00,23.9435,27.344236,3.0,11.966954
20170610 10:00:00,23.8435,26.736103,4.0,15.256526
20170610 11:00:00,24.2435,29.054554,6.0,3.8773184
20170610 12:00:00,24.4935,28.263485,1.6,11.013882
20170610 13:00:00,26.1435,29.72993,0.4,14.48972
20170610 14:00:00,28.0935,31.674484,0.1,15.542662
20170610 15:00:00,28.4935,32.393578,0.1,15.893093
20170610 16:00:00,27.7435,32.37543,0.5,11.966953
20170610 17:00:00,26.4935,31.434525,0.4,10.08
20170610 18:00:00,25.5935,30.631058,1.0,8.557102
20170610 19:00:00,24.9435,29.811836,2.8,8.435069
20170610 20:00:00,23.9435,28.396435,8.4,7.342588
20170610 21:00:00,22.543499,25.17489,5.7,16.08761
20170610 22:00:00,21.9935,24.90033,16.6,11.183201
20170610 23:00:00,21.8935,24.94831,3.5,8.707237
20170611 00:00:00,21.6935,24.715515,0.5,9.114471
20170611 01:00:00,21.7435,24.437853,0.9,11.542478
20170611 02:00:00,21.5935,24.487751,0.2,9.449572
20170611 03:00:00,21.3935,23.903738,0.0,11.013882
20170611 04:00:00,21.1435,22.903278,0.0,14.934577
20170611 05:00:00,21.4435,23.051107,0.0,15.629971
20170611 06:00:00,21.7435,23.279549,0.0,16.29174
20170611 07:00:00,22.2435,23.532732,0.0,18.328207
20170611 08:00:00,23.543499,25.159283,0.0,17.309975
20170611 09:00:00,24.3935,26.118872,0.0,16.375053
20170611 10:00:00,24.793499,26.611597,0.0,15.683774
20170611 11:00:00,25.6435,28.759518,0.0,17.429354
20170611 12:00:00,25.5935,28.096748,0.0,17.174677
20170611 13:00:00,25.4435,27.33815,0.0,15.484185
20170611 14:00:00,24.9935,26.171093,0.0,17.992796
20170611 15:00:00,24.6935,25.353638,0.0,15.827721
20170611 16:00:00,24.2435,25.469212,0.0,14.05845
20170611 17:00:00,23.6935,25.004208,0.0,14.618837
20170611 18:00:00,22.793499,25.085476,0.0,8.557102
20170611 19:00:00,22.2435,24.675789,0.0,8.435069
20170611 20:00:00,22.0935,24.792208,0.2,7.628263
20170611 21:00:00,21.8435,24.8924,0.0,5.3999996
20170611 22:00:00,21.4435,24.450161,0.0,5.6920996
20170611 23:00:00,20.9935,23.755453,0.0,6.519877
20170612 00:00:00,20.6935,23.435547,0.0,5.4833565
20170612 01:00:00,20.5935,22.97541,0.0,6.638072
20170612 02:00:00,20.4935,22.927254,1.6,5.315336
20170612 03:00:00,20.4435,22.429663,0.8,8.225035
20170612 04:00:00,20.3935,22.310188,3.7,8.225035
20170612 05:00:00,20.1435,22.17795,3.3,7.8954163
20170612 06:00:00,20.4435,22.481112,2.5,10.315115
20170612 07:00:00,20.4435,22.280369,3.5,11.525623
20170612 08:00:00,21.0935,23.231411,1.3,9.9571085
20170612 09:00:00,21.3935,23.497213,2.9,9.36
20170612 10:00:00,21.9435,23.684114,1.3,11.681987
20170612 11:00:00,21.8935,23.37762,0.8,11.183201
20170612 12:00:00,21.6935,23.067738,1.0,13.217443
20170612 13:00:00,21.7435,23.465887,0.1,12.303366
20170612 14:00:00,21.543499,23.500488,0.0,10.365251
20170612 15:00:00,21.6935,23.122755,0.0,10.931203
20170612 16:00:00,21.8435,22.86857,0.0,12.9249525
20170612 17:00:00,21.2435,22.493732,0.0,11.384199
20170612 18:00:00,21.043499,22.333366,0.0,11.113451
20170612 19:00:00,20.1435,22.207376,0.0,6.12
20170612 20:00:00,21.0935,23.406052,0.0,5.506941
20170612 21:00:00,20.6435,22.942593,1.1,5.7599998
20170612 22:00:00,20.5935,22.991386,0.0,5.2416787
20170612 23:00:00,20.5935,23.04968,0.0,5.00128
20170613 00:00:00,20.0935,22.565323,0.0,4.8965297
20170613 01:00:00,20.0935,22.693878,0.0,4.3349743
20170613 02:00:00,20.0935,23.090408,0.0,2.0991426
20170613 03:00:00,20.1435,22.905874,0.4,3.5455887
20170613 04:00:00,20.0935,22.782038,0.5,4.2136917
20170613 05:00:00,20.3435,22.509098,0.6,7.6367526
20170613 06:00:00,20.8935,23.117046,0.6,7.5599995
20170613 07:00:00,21.293499,23.5407,0.6,8.707238
20170613 08:00:00,21.6935,24.024609,0.1,9.47012
20170613 09:00:00,22.3935,23.627827,0.1,15.978486
20170613 10:00:00,22.3435,23.929985,0.1,13.397612
20170613 11:00:00,22.1935,23.529085,0.0,13.479583
20170613 12:00:00,22.1435,24.1549,0.3,9.659814
20170613 13:00:00,21.8935,23.822922,0.6,11.885453
20170613 14:00:00,22.043499,24.08688,0.5,11.440979
20170613 15:00:00,22.043499,24.342417,0.4,10.028439
20170613 16:00:00,21.7435,24.189981,0.4,9.360001
20170613 17:00:00,21.6435,23.81535,0.1,8.891344
20170613 18:00:00,21.1935,23.366516,0.0,8.557102
20170613 19:00:00,20.4435,22.695023,0.0,6.725354
20170613 20:00:00,19.8935,22.820143,0.0,3.396233
20170613 21:00:00,19.5935,22.282421,0.0,5.1919937
20170613 22:00:00,18.7435,21.050346,0.0,5.2416787
20170613 23:00:00,18.9435,21.09921,0.0,6.12
20170614 00:00:00,19.8435,22.205622,0.0,6.1305785
20170614 01:00:00,20.293499,22.635199,0.0,6.9153743
20170614 02:00:00,20.1435,22.329609,0.0,8.14587
20170614 03:00:00,19.7435,21.64917,0.0,9.422101
20170614 04:00:00,19.6935,21.397537,0.0,9.686609
20170614 05:00:00,19.3935,21.080074,0.0,9.178235
20170614 06:00:00,20.6935,22.489624,0.0,9.686609
20170614 07:00:00,21.6435,22.5701,0.0,15.484185
20170614 08:00:00,22.4935,23.503967,0.0,14.904173
20170614 09:00:00,22.8435,23.34089,0.0,15.379206
20170614 10:00:00,23.4935,24.718206,0.0,15.778516
20170614 11:00:00,23.9435,25.837492,0.0,15.1884165
20170614 12:00:00,24.3435,26.86797,0.0,14.693999
20170614 13:00:00,24.2435,26.014936,0.0,15.277749
20170614 14:00:00,24.0935,24.817944,0.0,14.84318
20170614 15:00:00,23.4435,23.473671,0.0,13.896187
20170614 16:00:00,23.6435,23.67539,0.0,14.021525
20170614 17:00:00,23.1435,23.144548,0.0,13.276144
20170614 18:00:00,21.8935,22.573397,0.0,10.144082
20170614 19:00:00,20.293499,21.235811,0.0,9.19939
20170614 20:00:00,19.7435,20.814623,0.0,8.891343
20170614 21:00:00,19.4935,20.853699,0.0,7.928177
20170614 22:00:00,19.043499,20.415222,0.0,7.7043357
20170614 23:00:00,18.3935,19.9525,0.0,6.1305785
20170615 00:00:00,17.9435,19.423859,0.0,5.8048253
20170615 01:00:00,17.793499,19.272964,0.0,5.2416787
20170615 02:00:00,17.3935,18.70076,0.0,5.8603754
20170615 03:00:00,17.3935,18.808344,0.0,4.8433046
20170615 04:00:00,16.6435,17.697659,0.0,6.489992
20170615 05:00:00,16.043499,17.22474,0.0,5.4833565
20170615 06:00:00,16.6935,18.605839,0.0,2.2768397
20170615 07:00:00,19.4935,21.714262,0.0,1.2979984
20170615 08:00:00,20.9435,23.016933,0.0,1.2979984
20170615 09:00:00,22.6435,24.769243,0.0,1.8
20170615 10:00:00,23.8435,26.330772,0.0,1.2979984
20170615 11:00:00,24.8935,27.338879,0.0,3.9763298
20170615 12:00:00,25.9435,29.081478,0.0,5.7599998
20170615 13:00:00,26.293499,29.218506,0.0,6.162207
20170615 14:00:00,26.4935,29.416203,0.0,5.6920996
20170615 15:00:00,26.543499,28.556274,0.0,6.87779
20170615 16:00:00,25.8935,26.375233,0.0,10.948973
20170615 17:00:00,24.5935,24.622297,0.0,12.538134
20170615 18:00:00,23.043499,23.707062,0.0,9.693296
20170615 19:00:00,21.1435,21.986572,0.0,9.028754
20170615 20:00:00,19.8935,20.790527,0.0,7.968939
20170615 21:00:00,19.2435,20.26112,0.0,7.42159
20170615 22:00:00,18.543499,19.423626,0.0,8.0899935
20170615 23:00:00,18.3935,19.088493,0.0,9.360001
20170616 00:00:00,18.1935,19.032476,0.0,8.373386
20170616 01:00:00,18.293499,19.33191,0.0,7.42159
20170616 02:00:00,18.3935,19.718699,0.0,6.297428
20170616 03:00:00,18.1935,19.377102,0.0,7.127636
20170616 04:00:00,18.1935,19.48981,0.0,6.638072
20170616 05:00:00,17.543499,18.833284,0.0,6.12
20170616 06:00:00,18.6935,20.175064,0.0,5.937272
20170616 07:00:00,20.8935,22.33773,0.0,7.7879906
20170616 08:00:00,22.9935,23.927908,0.0,9.957108
20170616 09:00:00,24.4935,24.580812,0.0,11.090103
20170616 10:00:00,25.4435,25.811111,0.0,12.261157
20170616 11:00:00,26.1935,27.146935,0.0,13.004922
20170616 12:00:00,26.5935,27.824524,0.0,13.18308
20170616 13:00:00,26.8435,27.992912,0.0,12.904882
20170616 14:00:00,26.7435,27.082775,0.0,11.808878
20170616 15:00:00,26.293499,25.665346,0.0,12.599998
20170616 16:00:00,25.3935,24.474527,0.0,13.363711
20170616 17:00:00,24.2435,23.902178,0.0,12.72283
20170616 18:00:00,22.7435,23.47809,0.0,9.904906
20170616 19:00:00,20.6935,21.8371,0.0,8.534353
20170616 20:00:00,20.2435,21.564093,0.0,7.9036193
20170616 21:00:00,19.4935,20.84363,0.0,7.7043357
20170616 22:00:00,18.8935,20.306543,0.0,7.42159
20170616 23:00:00,18.2435,19.699774,0.0,7.127636
20170617 00:00:00,17.6935,19.10153,0.0,6.8777895
20170617 01:00:00,17.0935,18.448833,0.0,6.379216
20170617 02:00:00,16.6435,17.949577,0.0,6.151683
20170617 03:00:00,16.4435,17.625023,0.0,6.725354
20170617 04:00:00,16.293499,17.475971,0.0,6.439876
20170617 05:00:00,16.1935,17.464775,0.0,5.692099
20170617 06:00:00,18.5935,20.854364,0.0,3.396233
20170617 07:00:00,21.293499,23.621727,0.0,6.0347
20170617 08:00:00,23.1935,24.554071,0.0,10.308831
20170617 09:00:00,24.4435,25.835041,0.0,10.739833
20170617 10:00:00,25.3935,27.465145,0.0,10.538843
20170617 11:00:00,26.1935,28.929077,0.0,10.086427
20170617 12:00:00,26.793499,29.600716,0.0,11.165805
20170617 13:00:00,27.043499,29.687233,0.0,11.901798
20170617 14:00:00,26.8935,28.925812,0.0,14.05845
20170617 15:00:00,26.3935,27.695532,0.0,14.77755
20170617 16:00:00,25.7435,26.193125,0.0,14.404499
20170617 17:00:00,24.793499,24.926636,0.0,14.440443
20170617 18:00:00,23.4435,24.329424,0.0,11.013882
20170617 19:00:00,21.1435,22.54201,0.0,9.449572
20170617 20:00:00,20.6435,22.042812,0.0,10.829958
20170617 21:00:00,20.3435,22.16749,0.0,9.178235
20170617 22:00:00,19.8935,21.91385,0.0,7.9932966
20170617 23:00:00,19.043499,20.870457,0.0,8.217153
20170618 00:00:00,18.543499,20.354752,0.0,7.7043357
20170618 01:00:00,18.5935,20.385187,0.0,7.9932966
20170618 02:00:00,18.5935,20.311832,0.0,8.4963045
20170618 03:00:00,18.543499,20.335636,0.0,8.14587
20170618 04:00:00,18.6435,20.404673,0.0,8.669949
20170618 05:00:00,18.6935,20.694653,0.0,7.653705
20170618 06:00:00,20.1435,22.741028,0.0,7.145796
20170618 07:00:00,21.9435,24.441736,0.0,10.739832
20170618 08:00:00,23.9435,25.65482,0.0,14.386494
20170618 09:00:00,25.2435,26.784554,0.0,14.986553
20170618 10:00:00,26.4435,28.937656,0.0,14.81259
20170618 11:00:00,27.3935,30.07331,0.0,16.1198
20170618 12:00:00,27.8935,30.310452,0.0,18.58451
20170618 13:00:00,27.6435,29.150517,0.0,19.164717
20170618 14:00:00,26.5935,26.864471,0.0,18.998316
20170618 15:00:00,25.7435,26.29833,0.0,16.434305
20170618 16:00:00,25.5935,26.29456,0.0,15.277749
20170618 17:00:00,24.9935,25.736084,0.0,15.30741
20170618 18:00:00,23.8935,25.526468,0.0,11.753876
20170618 19:00:00,22.293499,24.22244,0.0,10.883676
20170618 20:00:00,21.543499,23.348885,0.0,12.738099
20170618 21:00:00,21.7435,23.386902,0.0,15.03835
20170618 22:00:00,21.4935,23.11211,0.0,15.03835
20170618 23:00:00,21.3935,23.302933,0.0,13.044722
20170619 00:00:00,21.1935,23.257126,0.0,11.988594
20170619 01:00:00,21.1435,23.296316,0.0,11.720751
20170619 02:00:00,21.1435,23.533455,0.0,10.44
20170619 03:00:00,21.3435,23.618855,0.0,12.096214
20170619 04:00:00,21.3435,23.727692,0.0,11.525623
20170619 05:00:00,21.3435,23.94743,0.0,10.195057
20170619 06:00:00,22.4935,25.45192,0.0,9.726664
20170619 07:00:00,23.9935,25.445778,0.0,19.862083
20170619 08:00:00,24.9935,26.136192,0.0,20.898613
20170619 09:00:00,24.8935,26.432467,0.2,18.899143
20170619 10:00:00,24.9935,26.740147,0.2,17.654688
20170619 11:00:00,24.8435,26.762611,0.2,17.566378
20170619 12:00:00,24.4435,27.077374,0.9,14.529915
20170619 13:00:00,24.043499,27.04292,1.4,12.594856
20170619 14:00:00,23.8935,26.503681,1.0,15.646544
20170619 15:00:00,23.8435,26.71975,0.5,13.441071
20170619 16:00:00,23.3435,26.699192,0.4,10.538843
20170619 17:00:00,23.0935,27.162252,0.7,6.0347
20170619 18:00:00,22.9435,26.9162,1.3,6.12
20170619 19:00:00,22.8435,26.862894,0.6,5.991594
20170619 20:00:00,22.8935,27.105236,0.3,5.634891
20170619 21:00:00,22.8435,27.149069,0.6,5.771239
20170619 22:00:00,22.6435,26.81015,0.9,6.725354
20170619 23:00:00,22.4935,26.792492,0.3,5.6233797
20170620 00:00:00,22.3935,26.862097,0.7,3.8773184
20170620 01:00:00,22.3935,26.863882,1.0,2.9024127
20170620 02:00:00,22.1935,26.575483,0.9,3.319036
20170620 03:00:00,21.9935,26.512592,0.5,2.1897945
20170620 04:00:00,21.8435,26.299885,0.9,2.6208394
20170620 05:00:00,21.6435,26.039865,0.6,2.2768397
20170620 06:00:00,21.7435,25.850428,0.2,4.072935
20170620 07:00:00,22.543499,26.573185,0.0,5.3517847
20170620 08:00:00,23.4435,27.526163,0.0,7.491114
20170620 09:00:00,24.7435,29.098564,0.1,7.2
20170620 10:00:00,25.8935,30.711132,0.0,6.8777895
20170620 11:00:00,26.793499,31.72081,0.1,8.225035
20170620 12:00:00,27.043499,30.423412,1.0,13.441071
20170620 13:00:00,27.1435,30.976845,0.3,7.42159
20170620 14:00:00,27.3935,31.252285,0.2,8.209263
20170620 15:00:00,28.2435,33.496628,0.0,7.2359104
20170620 16:00:00,25.2435,28.56511,2.4,11.525623
20170620 17:00:00,25.1935,29.701752,0.3,2.8116899
20170620 18:00:00,25.3935,30.234524,0.0,0.71999997
20170620 19:00:00,24.793499,29.841118,0.0,3.0547013
20170620 20:00:00,23.7435,27.90432,0.0,6.9527545
20170620 21:00:00,23.3435,27.615068,0.0,5.8048253
20170620 22:00:00,22.8935,26.987843,0.0,6.439876
20170620 23:00:00,22.543499,26.471792,0.0,6.618519
20170621 00:00:00,22.3435,26.235115,0.0,6.489992
20170621 01:00:00,21.9435,25.707832,0.0,6.6087217
20170621 02:00:00,21.8435,25.5705,0.0,6.489992
20170621 03:00:00,22.043499,25.6243,0.0,7.491114
20170621 04:00:00,21.9935,25.704805,0.0,6.4096174
20170621 05:00:00,21.793499,25.466095,0.0,6.489992
20170621 06:00:00,22.4435,26.217794,0.0,6.725354
20170621 07:00:00,23.543499,27.001942,0.1,9.83268
20170621 08:00:00,24.9935,29.404018,0.1,7.42159
20170621 09:00:00,25.8435,30.22562,0.0,8.217153
20170621 10:00:00,26.4935,30.072342,0.3,10.137692
20170621 11:00:00,25.3435,28.904198,1.0,9.885262
20170621 12:00:00,24.5935,28.718075,1.4,5.4477882
20170621 13:00:00,24.5935,28.533306,1.8,8.854829
20170621 14:00:00,24.4935,27.473043,1.4,13.684735
20170621 15:00:00,23.8935,27.432974,0.9,11.212135
20170621 16:00:00,23.8435,27.107113,0.3,13.104198
20170621 17:00:00,23.5935,27.189531,0.0,10.630672
20170621 18:00:00,23.293499,26.763966,0.0,11.298495
20170621 19:00:00,22.8435,25.928288,0.0,12.783802
20170621 20:00:00,23.1935,26.864853,0.0,9.726664
20170621 21:00:00,22.8935,26.892248,0.0,7.289445
20170621 22:00:00,22.6935,26.565079,0.0,7.968939
20170621 23:00:00,22.4935,25.894827,0.0,10.041354
20170622 00:00:00,22.3435,25.276829,0.0,10.630672
20170622 01:00:00,21.9935,24.630493,0.4,10.495713
20170622 02:00:00,21.6435,24.066628,0.0,11.609651
20170622 03:00:00,21.543499,24.02543,0.0,11.384198
20170622 04:00:00,21.3935,24.028349,0.0,10.514218
20170622 05:00:00,21.3935,24.180725,0.9,9.826088
20170622 06:00:00,21.6935,24.594877,2.0,9.220499
20170622 07:00:00,22.3935,25.17595,0.0,11.298495
20170622 08:00:00,23.793499,25.369047,0.0,18.837322
20170622 09:00:00,24.043499,25.532347,0.0,20.523157
20170622 10:00:00,23.6435,25.029219,0.1,16.279802
20170622 11:00:00,23.793499,25.552143,0.0,13.5515
20170622 12:00:00,24.9435,26.623003,0.0,15.459054
20170622 13:00:00,25.7435,27.647469,0.0,16.75064
20170622 14:00:00,25.4935,27.41454,0.1,17.731598
20170622 15:00:00,25.1435,27.110584,0.0,18.72
20170622 16:00:00,24.9935,27.545807,0.2,15.273505
20170622 17:00:00,24.6435,27.602848,0.0,12.864649
20170622 18:00:00,24.4935,28.46542,0.0,7.072878
20170622 19:00:00,23.4935,28.007774,0.0,4.3349743
20170622 20:00:00,23.0935,26.670662,0.0,7.69592
20170622 21:00:00,22.9935,26.772528,0.0,6.87779
20170622 22:00:00,22.9435,26.894945,0.0,5.506941
20170622 23:00:00,22.7435,26.485332,0.0,6.5693827
20170623 00:00:00,22.5935,26.236982,0.0,7.24486
20170623 01:00:00,22.4435,26.371435,0.0,5.4833565
20170623 02:00:00,22.1935,26.066948,0.0,5.4833565
20170623 03:00:00,22.0935,26.136219,0.0,4.510787
20170623 04:00:00,21.793499,25.931612,0.0,3.671294
20170623 05:00:00,21.543499,25.762968,0.0,2.7416782
20170623 06:00:00,22.4935,27.023027,0.0,2.3051248
20170623 07:00:00,24.3935,28.85735,0.0,3.8939953
20170623 08:00:00,25.6435,30.221699,0.0,2.52
20170623 09:00:00,25.9435,30.763222,0.3,1.4399999
20170623 10:00:00,26.793499,31.375614,0.3,2.0991426
20170623 11:00:00,27.4935,31.985416,0.0,2.52
20170623 12:00:00,27.293499,31.491745,0.1,5.495161
20170623 13:00:00,26.6435,30.99479,0.0,8.217153
20170623 14:00:00,26.1935,30.579391,0.1,9.007196
20170623 15:00:00,25.7435,30.171635,0.8,8.311245
20170623 16:00:00,25.293499,29.949318,0.7,7.9932966
20170623 17:00:00,24.9435,29.92995,0.2,7.2
20170623 18:00:00,24.4935,29.037216,0.1,10.028439
20170623 19:00:00,23.7435,28.299995,0.3,7.24486
20170623 20:00:00,23.5935,28.200401,0.4,6.696387
20170623 21:00:00,23.3935,27.924606,0.8,6.6087217
20170623 22:00:00,23.3435,27.887115,0.3,6.12
20170623 23:00:00,23.1935,27.918003,1.6,4.6800003
20170624 00:00:00,23.043499,27.453407,4.9,6.638072
20170624 01:00:00,22.9435,27.316914,2.9,6.489992
20170624 02:00:00,22.9435,27.286812,0.7,5.904439
20170624 03:00:00,22.6935,26.849083,0.8,5.634891
20170624 04:00:00,22.5935,26.30236,0.2,7.172949
20170624 05:00:00,22.543499,26.47988,0.1,5.991594
20170624 06:00:00,22.9435,27.209978,0.0,4.6800003
20170624 07:00:00,24.293499,28.396519,0.0,6.9527545
20170624 08:00:00,23.9435,28.490204,0.3,4.8965297
20170624 09:00:00,24.793499,28.930695,0.0,7.8954163
20170624 10:00:00,24.9935,29.506779,0.3,5.1165614
20170624 11:00:00,25.043499,29.583519,0.6,4.73506
20170624 12:00:00,25.4435,29.58107,0.8,7.491114
20170624 13:00:00,26.2435,30.35048,0.4,8.287822
20170624 14:00:00,26.8435,30.86155,0.0,7.9036193
20170624 15:00:00,28.043499,32.465622,0.0,8.669949
20170624 16:00:00,28.3935,31.973808,0.0,11.480557
20170624 17:00:00,27.5935,31.149513,0.0,11.457958
20170624 18:00:00,26.4435,30.546124,0.0,8.714677
20170624 19:00:00,25.3435,29.311352,0.0,9.449572
20170624 20:00:00,25.1935,30.569324,0.0,4.1046314
20170624 21:00:00,24.8435,29.363441,0.0,7.8954163
20170624 22:00:00,24.543499,28.533646,0.0,9.904906
20170624 23:00:00,24.0935,27.924294,0.0,10.00256
20170625 00:00:00,24.043499,28.21376,0.0,8.473393
20170625 01:00:00,23.9435,28.141045,0.0,8.891344
20170625 02:00:00,23.9435,27.958355,0.0,10.144082
20170625 03:00:00,23.8435,27.92384,0.1,8.891344
20170625 04:00:00,23.6935,27.728962,0.2,8.404285
20170625 05:00:00,23.4935,27.58975,0.1,7.5942082
20170625 06:00:00,23.5935,27.40643,0.1,9.931042
20170625 07:00:00,23.3935,27.327549,0.8,8.707237
20170625 08:00:00,24.543499,29.00621,1.5,8.4963045
20170625 09:00:00,24.9435,29.45029,1.0,8.39657
20170625 10:00:00,24.543499,28.720978,0.6,10.041354
20170625 11:00:00,24.5935,28.358372,0.8,13.281023
20170625 12:00:00,24.2435,27.713104,0.9,13.276144
20170625 13:00:00,24.0935,27.49201,0.5,12.768586
20170625 14:00:00,24.043499,27.211874,0.3,13.755579
20170625 15:00:00,25.1435,28.112152,0.0,15.509274
20170625 16:00:00,25.043499,28.095379,0.0,15.137133
20170625 17:00:00,24.8935,28.460861,0.0,12.599998
20170625 18:00:00,24.2435,27.926697,0.0,11.212135
20170625 19:00:00,23.6935,27.168766,0.0,11.457958
20170625 20:00:00,23.2435,26.342682,0.0,12.682018
20170625 21:00:00,22.793499,25.812489,0.0,11.525623
20170625 22:00:00,22.4935,25.407084,0.0,10.948973
20170625 23:00:00,22.3935,25.12196,0.0,11.304229
20170626 00:00:00,22.043499,24.719015,0.0,10.587918
20170626 01:00:00,21.6435,24.16417,0.0,10.587918
20170626 02:00:00,21.4935,23.88498,0.0,10.948973
20170626 03:00:00,21.7435,24.879892,0.0,7.072878
20170626 04:00:00,21.543499,24.708632,0.0,7.4128532
20170626 05:00:00,21.4435,24.580206,0.0,7.7879906
20170626 06:00:00,21.793499,25.369602,0.0,5.8603754
20170626 07:00:00,22.7435,26.601742,0.0,5.95906
20170626 08:00:00,25.543499,29.374237,0.0,10.787993
20170626 09:00:00,25.9935,30.443073,0.0,8.161764
20170626 10:00:00,26.8435,31.798359,0.0,6.763786
20170626 11:00:00,27.6435,32.885612,0.0,6.924738
20170626 12:00:00,26.1935,29.484516,4.3,11.480557
20170626 13:00:00,26.8435,30.88887,0.2,4.829907
20170626 14:00:00,26.1435,29.66013,0.8,9.220499
20170626 15:00:00,25.1435,29.107437,1.7,6.162207
20170626 16:00:00,25.2435,29.16779,0.3,7.2
20170626 17:00:00,25.793499,30.034172,0.0,5.4119864
20170626 18:00:00,25.4935,29.613182,0.1,5.0911684
20170626 19:00:00,24.3435,28.960354,0.0,4.6102495
20170626 20:00:00,23.793499,28.223217,0.0,6.696387
20170626 21:00:00,23.3435,28.019413,0.0,4.2136917
20170626 22:00:00,22.793499,27.095524,0.0,5.6002855
20170626 23:00:00,22.293499,26.449512,0.0,5.634891
20170627 00:00:00,22.1435,26.298876,0.0,5.4477882
20170627 01:00:00,22.2435,26.475159,0.0,5.1165614
20170627 02:00:00,22.1435,26.24817,0.0,5.4119864
20170627 03:00:00,21.9935,25.957144,0.0,5.2416787
20170627 04:00:00,21.7435,25.713213,0.0,4.452954
20170627 05:00:00,21.543499,25.43226,0.0,4.452954
20170627 06:00:00,22.3435,26.697104,0.0,2.1897945
20170627 07:00:00,23.7435,28.265026,0.0,2.16
20170627 08:00:00,25.8435,30.467327,0.0,6.763786
20170627 09:00:00,26.8435,31.546555,0.1,7.653705
20170627 10:00:00,27.6435,32.3121,0.2,5.4833565
20170627 11:00:00,27.5935,31.300877,0.8,11.570515
20170627 12:00:00,26.4935,29.945477,1.4,7.5942082
20170627 13:00:00,26.4935,30.789894,0.4,4.829907
20170627 14:00:00,26.8935,31.417599,0.5,2.3051248
20170627 15:00:00,27.2435,31.291355,1.1,2.0364676
20170627 16:00:00,24.6935,27.113092,1.0,16.946787
20170627 17:00:00,24.9435,28.665852,0.1,8.587338
20170627 18:00:00,24.9935,28.897247,0.0,7.729527
20170627 19:00:00,24.2435,28.535515,0.0,7.6367526
20170627 20:00:00,23.9435,27.69287,0.0,11.159999
20170627 21:00:00,23.543499,26.831068,0.0,11.966953
20170627 22:00:00,23.293499,26.541704,0.0,11.659777
20170627 23:00:00,23.0935,26.352343,0.0,11.013882
20170628 00:00:00,22.6935,25.903347,0.0,10.594036
20170628 01:00:00,22.293499,25.595352,0.0,9.028754
20170628 02:00:00,21.9435,25.272621,0.0,8.287822
20170628 03:00:00,21.793499,25.070183,0.0,8.28
20170628 04:00:00,21.6935,25.075275,0.0,7.5599995
20170628 05:00:00,21.3435,24.815218,0.0,6.2145634
20170628 06:00:00,22.543499,26.373865,0.0,6.151683
20170628 07:00:00,23.8435,27.465721,0.0,8.707238
20170628 08:00:00,24.7435,28.661095,0.0,7.6367526
20170628 09:00:00,25.3435,29.021252,0.0,9.47012
20170628 10:00:00,25.6935,28.950153,0.0,11.966953
20170628 11:00:00,25.1435,28.38076,0.1,9.449572
20170628 12:00:00,24.8435,27.833263,0.2,10.041354
20170628 13:00:00,25.1935,27.729149,0.0,12.605142
20170628 14:00:00,25.6935,28.070862,0.0,12.605142
20170628 15:00:00,25.1935,27.545132,0.0,12.429127
20170628 16:00:00,24.543499,27.09369,0.0,10.365251
20170628 17:00:00,24.0935,26.542444,0.0,11.770403
20170628 18:00:00,23.3935,26.256336,0.0,9.83268
20170628 19:00:00,22.793499,25.880884,0.0,9.387651
20170628 20:00:00,22.3435,25.281862,0.0,7.8954163
20170628 21:00:00,21.9935,25.30648,1.9,5.8603754
20170628 22:00:00,21.7435,25.40109,0.0,4.39436
20170628 23:00:00,21.7435,25.414816,0.0,4.8433046
20170629 00:00:00,21.5935,25.32007,0.0,4.829907
20170629 01:00:00,21.5935,25.393293,0.0,4.510787
20170629 02:00:00,21.293499,24.856535,0.0,5.5887027
20170629 03:00:00,21.293499,24.981026,0.0,4.73506
20170629 04:00:00,21.1935,25.282673,0.0,1.8
20170629 05:00:00,20.9435,24.9804,0.0,2.16
20170629 06:00:00,21.543499,25.274042,0.0,4.802999
20170629 07:00:00,22.793499,26.884867,0.0,3.2399998
20170629 08:00:00,24.1935,27.935833,0.0,3.9763298
20170629 09:00:00,25.4935,29.246605,0.1,4.072935
20170629 10:00:00,26.3935,30.200466,0.1,3.8773184
20170629 11:00:00,26.6935,30.55568,0.3,2.4149535
20170629 12:00:00,27.0935,30.87576,0.4,4.072935
20170629 13:00:00,27.3435,31.134209,0.3,3.6179552
20170629 14:00:00,27.793499,31.833755,0.3,2.9024127
20170629 15:00:00,28.3935,32.724865,0.0,2.2768397
20170629 16:00:00,28.1435,32.017384,0.0,5.8048253
20170629 17:00:00,27.4435,30.834682,0.1,11.609651
20170629 18:00:00,26.543499,30.334366,0.0,11.252519
20170629 19:00:00,25.3435,29.329288,0.0,9.726665
