date,temperature_2m,apparent_temperature,rain,wind_speed_10m
20170520 22:00:00,19.9435,20.473824,0.0,15.408671
20170520 23:00:00,19.6935,19.943455,0.0,16.279802
20170521 00:00:00,19.4935,19.815739,0.0,15.192682
20170521 01:00:00,19.0935,19.720547,0.0,13.104198
20170521 02:00:00,18.7435,19.472252,0.0,12.261157
20170521 03:00:00,18.4435,19.215372,0.0,12.261157
20170521 04:00:00,18.2435,19.135155,0.0,11.885453
20170521 05:00:00,18.1435,19.008343,0.0,12.218805
20170521 06:00:00,19.293499,20.556885,0.0,11.457958
20170521 07:00:00,21.293499,21.891178,0.0,16.323528
20170521 08:00:00,22.9935,22.643456,0.0,20.3774
20170521 09:00:00,24.293499,24.156746,0.0,19.826164
20170521 10:00:00,25.0935,25.266436,0.0,19.694992
20170521 11:00:00,25.793499,26.63273,0.0,19.586119
20170521 12:00:00,26.0935,26.776487,0.0,19.681828
20170521 13:00:00,25.8435,25.886486,0.0,19.373219
20170521 14:00:00,25.793499,25.769186,0.0,19.734436
20170521 15:00:00,25.6935,25.247551,0.0,19.469976
20170521 16:00:00,25.293499,24.340776,0.0,18.581022
20170521 17:00:00,24.1435,23.621172,0.0,17.81909
20170521 18:00:00,22.543499,22.922726,0.0,15.379206
20170521 19:00:00,20.4435,21.247055,0.0,13.684735
20170521 20:00:00,19.793499,21.057394,0.0,12.074766
20170521 21:00:00,19.4435,20.589588,0.0,12.7279215
20170521 22:00:00,19.1935,20.380352,0.0,11.983188
20170521 23:00:00,18.793499,19.998196,0.0,11.246759
20170522 00:00:00,18.4435,19.751457,0.0,9.931042
20170522 01:00:00,18.1935,19.485983,0.0,9.585739
20170522 02:00:00,17.8935,19.269495,0.0,8.714677
20170522 03:00:00,17.793499,19.07847,0.0,9.339208
20170522 04:00:00,17.8935,19.101927,0.0,10.163227
20170522 05:00:00,17.9435,19.247246,0.0,9.659814
20170522 06:00:00,19.1935,21.017649,0.0,8.707237
20170522 07:00:00,21.1435,22.836964,0.0,11.681987
20170522 08:00:00,23.5935,24.254925,0.0,17.610588
20170522 09:00:00,24.6935,25.272423,0.0,17.057314
20170522 10:00:00,25.9935,26.865435,0.0,17.309975
20170522 11:00:00,27.1435,28.77475,0.0,17.072504
20170522 12:00:00,27.793499,29.662884,0.0,17.654688
20170522 13:00:00,28.1435,30.136528,0.0,17.713316
20170522 14:00:00,27.8435,29.086613,0.0,17.610588
20170522 15:00:00,27.3435,28.003899,0.0,18.335276
20170522 16:00:00,26.6435,26.701912,0.0,18.440998
20170522 17:00:00,25.2435,25.460743,0.0,19.376562
20170522 18:00:00,23.2435,24.485481,0.0,16.42247
20170522 19:00:00,21.1935,22.927053,0.0,13.570615
20170522 20:00:00,20.5935,22.469147,0.0,13.281023
20170522 21:00:00,20.543499,22.33902,0.0,13.830749
20170522 22:00:00,20.7435,22.624012,0.0,13.246826
20170522 23:00:00,21.0935,22.82764,0.0,14.76439
20170523 00:00:00,20.9435,22.84599,0.0,13.783817
20170523 01:00:00,21.043499,22.92308,0.0,14.113652
20170523 02:00:00,21.043499,22.63254,0.0,16.279802
20170523 03:00:00,21.0935,22.384676,0.0,17.974781
20170523 04:00:00,20.9435,22.711058,0.0,14.88242
20170523 05:00:00,21.0935,22.7345,0.0,15.575981
20170523 06:00:00,21.6435,22.919828,0.0,17.727943
20170523 07:00:00,22.3435,23.738897,0.0,16.73516
20170523 08:00:00,23.1935,25.063734,0.0,14.512064
20170523 09:00:00,23.293499,24.985624,2.0,16.965895
20170523 10:00:00,23.6935,25.967579,1.1,15.141414
20170523 11:00:00,23.3935,26.543882,1.4,10.24578
20170523 12:00:00,23.4435,27.085028,1.2,7.628263
20170523 13:00:00,23.9435,27.609787,0.3,8.404285
20170523 14:00:00,23.8935,27.542282,0.4,7.386582
20170523 15:00:00,23.543499,26.955517,0.9,6.6087217
20170523 16:00:00,23.3435,26.776535,1.5,6.830519
20170523 17:00:00,22.8935,26.449358,0.5,5.991594
20170523 18:00:00,22.0935,25.930674,0.7,4.802999
20170523 19:00:00,21.6935,25.312105,0.7,6.12
20170523 20:00:00,21.6935,24.906427,0.3,8.534353
20170523 21:00:00,21.4935,23.929161,2.4,12.594856
20170523 22:00:00,21.4435,23.978508,0.2,10.315115
20170523 23:00:00,21.3935,23.691097,0.2,13.004922
20170524 00:00:00,21.1435,22.894035,0.6,15.696165
20170524 01:00:00,21.043499,22.610111,0.2,15.9134655
20170524 02:00:00,20.8935,22.40586,0.1,15.941944
20170524 03:00:00,20.6435,22.006866,0.0,16.62249
20170524 04:00:00,20.1435,20.955221,0.0,19.559633
20170524 05:00:00,19.6935,20.349104,0.0,19.134262
20170524 06:00:00,19.6935,20.434486,0.0,18.057508
20170524 07:00:00,19.7435,20.413397,0.0,18.057508
20170524 08:00:00,20.2435,21.190546,0.0,17.462784
20170524 09:00:00,20.4435,21.00821,0.0,18.775301
20170524 10:00:00,21.043499,21.062105,0.0,22.033648
20170524 11:00:00,21.043499,20.70641,0.0,22.42427
20170524 12:00:00,21.293499,20.122103,0.0,25.721743
20170524 13:00:00,21.543499,20.104134,0.0,25.241108
20170524 14:00:00,21.543499,19.89293,0.0,24.881702
20170524 15:00:00,21.543499,19.83243,0.0,24.216522
20170524 16:00:00,21.2435,19.674522,0.0,23.110207
20170524 17:00:00,20.7435,19.354383,0.0,21.349546
20170524 18:00:00,19.5935,18.575775,0.0,16.62249
20170524 19:00:00,18.2435,17.739359,0.0,12.979984
20170524 20:00:00,17.6435,17.370804,0.0,11.5199995
20170524 21:00:00,17.1435,16.94098,0.0,11.165805
20170524 22:00:00,17.1435,17.366825,0.0,9.007196
20170524 23:00:00,17.043499,17.233099,0.0,9.3669195
20170525 00:00:00,16.6935,17.042362,0.0,8.4042845
20170525 01:00:00,15.9435,16.273245,0.0,7.771331
20170525 02:00:00,15.8435,16.287073,0.0,7.24486
20170525 03:00:00,15.1935,15.527529,0.0,7.491114
20170525 04:00:00,14.643499,14.860617,0.0,7.42159
20170525 05:00:00,13.9935,13.88863,0.0,8.534353
20170525 06:00:00,15.5435,16.004463,0.0,6.3690495
20170525 07:00:00,17.8935,18.110039,0.0,9.826088
20170525 08:00:00,19.8435,19.160648,0.0,11.298495
20170525 09:00:00,21.5935,20.809027,0.0,12.72283
20170525 10:00:00,23.0935,22.827293,0.0,12.43434
20170525 11:00:00,24.4935,24.42325,0.0,12.641076
20170525 12:00:00,25.2435,24.895218,0.0,14.618837
20170525 13:00:00,25.6435,25.260704,0.0,14.205182
20170525 14:00:00,25.6935,24.633112,0.0,12.074766
20170525 15:00:00,26.1435,25.066948,0.0,10.182337
20170525 16:00:00,26.293499,24.665764,0.0,9.885262
20170525 17:00:00,25.8935,25.031008,0.0,7.172949
20170525 18:00:00,24.3935,26.625626,0.0,2.8116899
20170525 19:00:00,22.9435,23.268425,0.0,4.6102495
20170525 20:00:00,20.293499,19.909863,0.0,11.525623
20170525 21:00:00,19.8435,20.102901,0.0,11.384199
20170525 22:00:00,19.1935,19.56492,0.0,10.483357
20170525 23:00:00,18.8435,18.913322,0.0,11.090103
20170526 00:00:00,18.3935,18.280312,0.0,11.183201
20170526 01:00:00,17.9435,17.605389,0.0,11.592894
20170526 02:00:00,17.3935,17.354496,0.0,10.296251
20170526 03:00:00,16.6435,17.287928,0.0,8.350138
20170526 04:00:00,16.9435,17.753838,0.0,9.83268
20170526 05:00:00,17.2435,17.90636,0.0,11.269782
20170526 06:00:00,18.543499,19.363985,0.0,11.4862
20170526 07:00:00,19.6935,19.885012,0.0,13.783817
20170526 08:00:00,20.9935,20.788328,0.0,13.493999
20170526 09:00:00,21.8935,22.050133,0.0,13.246826
20170526 10:00:00,22.6935,23.614511,0.0,13.246826
20170526 11:00:00,23.2435,24.705244,0.0,13.513193
20170526 12:00:00,23.4935,25.106295,0.0,14.05845
20170526 13:00:00,23.5935,25.188421,0.0,13.684735
20170526 14:00:00,23.4435,24.74568,0.0,12.979984
20170526 15:00:00,23.2435,23.873852,0.0,12.287555
20170526 16:00:00,22.8435,22.534542,0.0,11.440979
20170526 17:00:00,21.9435,21.224724,0.0,11.304229
20170526 18:00:00,20.543499,19.98712,0.0,10.08
20170526 19:00:00,18.293499,17.955297,0.0,9.885262
20170526 20:00:00,17.6935,17.548494,0.0,9.1641035
20170526 21:00:00,17.1435,17.234856,0.0,7.7879906
20170526 22:00:00,16.543499,16.632555,0.0,8.049845
20170526 23:00:00,16.043499,16.17196,0.0,7.9036193
20170527 00:00:00,15.5935,15.740063,0.0,7.9036193
20170527 01:00:00,15.3435,15.372942,0.0,8.707237
20170527 02:00:00,15.2435,15.321657,0.0,8.373386
20170527 03:00:00,15.0935,15.142113,0.0,8.699793
20170527 04:00:00,14.8435,14.86241,0.0,8.534353
20170527 05:00:00,14.5935,14.573515,0.0,8.435069
20170527 06:00:00,16.6435,17.196247,0.0,6.8777895
20170527 07:00:00,19.543499,20.165232,0.0,8.4963045
20170527 08:00:00,22.1435,22.773054,0.0,9.107359
20170527 09:00:00,24.4935,25.757113,0.0,9.47012
20170527 10:00:00,26.3435,28.07909,0.0,10.105681
20170527 11:00:00,27.7435,29.503155,0.0,11.525623
20170527 12:00:00,28.3935,30.192776,0.0,13.339445
20170527 13:00:00,28.6435,30.001743,0.0,15.124284
20170527 14:00:00,28.4935,29.208054,0.0,15.84
20170527 15:00:00,28.293499,28.19165,0.0,14.799459
20170527 16:00:00,27.6435,26.49183,0.0,15.226764
20170527 17:00:00,26.2435,25.038435,0.0,14.618837
20170527 18:00:00,24.1435,24.032883,0.0,11.525623
20170527 19:00:00,21.2435,21.730055,0.0,10.365251
20170527 20:00:00,20.5935,20.9511,0.0,12.641076
20170527 21:00:00,20.1435,20.448662,0.0,12.303366
20170527 22:00:00,19.4935,19.53124,0.0,11.966954
20170527 23:00:00,18.9935,18.658579,0.0,12.57426
20170528 00:00:00,18.543499,18.162348,0.0,13.276144
20170528 01:00:00,18.2435,17.89483,0.0,13.441071
20170528 02:00:00,17.9935,17.923103,0.0,12.979984
20170528 03:00:00,17.6935,17.898314,0.0,11.901798
20170528 04:00:00,17.293499,17.611814,0.0,10.853866
20170528 05:00:00,17.1435,17.285572,0.0,11.525623
20170528 06:00:00,19.0935,19.537954,0.0,10.799999
20170528 07:00:00,21.9435,22.05627,0.0,12.245294
20170528 08:00:00,24.8935,24.675388,0.0,12.6462
20170528 09:00:00,26.9935,26.683313,0.0,14.471821
20170528 10:00:00,28.5935,28.67186,0.0,14.404499
20170528 11:00:00,29.5935,29.810146,0.0,15.517629
20170528 12:00:00,30.0935,30.48846,0.0,14.869351
20170528 13:00:00,30.1435,30.051098,0.0,15.986595
20170528 14:00:00,29.6435,29.057533,0.0,15.941944
20170528 15:00:00,29.2435,28.08179,0.0,14.685176
20170528 16:00:00,28.6935,26.845814,0.0,14.118243
20170528 17:00:00,27.1935,25.979366,0.0,13.53236
20170528 18:00:00,24.8935,24.686628,0.0,12.181624
20170528 19:00:00,21.8435,22.20104,0.0,11.384198
20170528 20:00:00,20.6935,20.908031,0.0,12.783802
20170528 21:00:00,20.2435,20.697075,0.0,12.979984
20170528 22:00:00,19.6435,20.36283,0.0,11.592894
20170528 23:00:00,19.1435,19.842035,0.0,11.592894
20170529 00:00:00,18.7435,19.394901,0.0,11.4862
20170529 01:00:00,18.2435,19.024292,0.0,10.315115
20170529 02:00:00,17.6935,18.598934,0.0,9.178235
20170529 03:00:00,17.3935,18.320877,0.0,9.028754
20170529 04:00:00,17.043499,18.025408,0.0,8.373386
20170529 05:00:00,17.0935,17.868797,0.0,9.931042
20170529 06:00:00,18.793499,19.986067,0.0,8.4963045
20170529 07:00:00,21.2435,22.195475,0.0,11.013882
20170529 08:00:00,23.8935,23.874805,0.0,12.599999
20170529 09:00:00,26.0935,25.92833,0.0,11.659777
20170529 10:00:00,27.8435,27.875443,0.0,11.726277
20170529 11:00:00,29.0935,29.534492,0.0,11.753877
20170529 12:00:00,29.8935,30.71053,0.0,12.475961
20170529 13:00:00,30.1435,30.8969,0.0,14.799459
20170529 14:00:00,29.6935,29.641247,0.0,17.595861
20170529 15:00:00,28.8435,28.162582,0.0,18.875126
20170529 16:00:00,27.543499,26.369453,0.0,19.576189
20170529 17:00:00,26.1935,25.200958,0.0,18.079027
20170529 18:00:00,24.3435,24.096111,0.0,16.489416
20170529 19:00:00,21.9435,22.5923,0.0,13.237038
20170529 20:00:00,20.8435,21.842997,0.0,14.512064
20170529 21:00:00,20.4935,21.183065,0.0,16.323528
20170529 22:00:00,20.0935,20.632627,0.0,16.575644
20170529 23:00:00,19.8435,20.44077,0.0,16.489416
20170530 00:00:00,19.5935,20.343496,0.0,15.9134655
20170530 01:00:00,19.3935,20.29082,0.0,14.904173
20170530 02:00:00,19.3435,20.293425,0.0,14.386494
20170530 03:00:00,19.3935,20.249367,0.0,15.1884165
20170530 04:00:00,19.543499,20.447159,0.0,15.175612
20170530 05:00:00,19.8435,20.760843,0.0,15.716793
20170530 06:00:00,21.2435,22.572277,0.0,14.345898
20170530 07:00:00,23.0935,22.90002,0.0,24.609364
20170530 08:00:00,24.0935,24.283386,0.0,21.647945
20170530 09:00:00,25.543499,25.918264,0.0,20.532627
20170530 10:00:00,27.1935,28.861286,0.0,17.643673
20170530 11:00:00,28.3935,30.634037,0.0,16.595179
20170530 12:00:00,29.2435,31.738094,0.0,16.343367
20170530 13:00:00,30.4935,33.80543,0.0,15.629972
20170530 14:00:00,30.2435,32.15835,0.0,18.0
20170530 15:00:00,29.1435,30.04229,0.0,19.110542
20170530 16:00:00,28.043499,29.269527,0.0,17.339897
20170530 17:00:00,26.7435,28.179497,0.0,17.114204
20170530 18:00:00,25.7435,27.470081,0.1,15.827721
20170530 19:00:00,24.3435,26.286757,0.0,14.003029
20170530 20:00:00,23.793499,26.04695,0.0,12.758432
20170530 21:00:00,23.543499,26.257477,0.0,9.9571085
20170530 22:00:00,23.6935,26.824936,0.0,8.350138
20170530 23:00:00,23.4935,26.737116,0.0,8.311245
20170531 00:00:00,22.8935,26.283325,0.0,8.049845
20170531 01:00:00,22.6435,25.919458,0.0,8.647496
20170531 02:00:00,22.2435,25.75105,0.0,6.87779
20170531 03:00:00,21.793499,25.287153,0.0,6.6087217
20170531 04:00:00,21.5935,25.249279,0.0,5.315336
20170531 05:00:00,21.4435,25.450184,0.0,2.5455842
20170531 06:00:00,21.9435,26.054535,0.0,2.7416782
20170531 07:00:00,22.6935,26.530062,0.1,4.802999
20170531 08:00:00,25.7435,28.398113,0.2,10.703569
20170531 09:00:00,26.8935,29.091038,0.0,12.413476
20170531 10:00:00,27.6435,29.921974,0.0,9.449572
20170531 11:00:00,29.043499,31.14729,0.0,7.2
20170531 12:00:00,29.6435,31.791767,0.0,5.0142193
20170531 13:00:00,31.1935,33.792385,0.0,8.557102
20170531 14:00:00,30.9935,32.35642,0.0,9.021574
20170531 15:00:00,31.793499,33.008717,0.0,10.495713
20170531 16:00:00,31.7435,32.701378,0.0,11.792404
20170531 17:00:00,31.1435,32.19011,0.3,12.096214
20170531 18:00:00,29.7435,31.270504,0.0,10.990322
20170531 19:00:00,26.6935,28.920067,0.0,10.661107
20170531 20:00:00,26.9435,28.98323,0.0,8.942214
20170531 21:00:00,26.4435,29.108925,0.0,6.638072
20170531 22:00:00,25.4435,28.395359,0.0,8.311245
20170531 23:00:00,24.3435,27.188562,0.0,10.308831
20170601 00:00:00,24.1935,26.906775,0.0,9.9571085
20170601 01:00:00,24.3935,27.40313,0.0,8.28
20170601 02:00:00,24.1935,27.224909,0.0,8.311245
20170601 03:00:00,24.1935,27.082624,0.0,8.39657
20170601 04:00:00,23.4935,26.635662,0.0,6.489992
20170601 05:00:00,23.3435,27.181145,0.0,2.968636
20170601 06:00:00,23.9435,27.560331,0.0,2.8799999
20170601 07:00:00,25.043499,28.586727,0.0,2.16
20170601 08:00:00,26.9435,30.110786,0.0,5.5887027
20170601 09:00:00,27.9935,30.68312,0.0,8.854829
20170601 10:00:00,28.9935,31.49797,0.0,10.464797
20170601 11:00:00,30.3935,33.809673,0.0,5.991594
20170601 12:00:00,30.3935,33.695976,0.0,5.1544156
20170601 13:00:00,31.1435,34.341904,0.0,5.8603754
20170601 14:00:00,31.6435,35.086052,0.0,6.193674
20170601 15:00:00,30.4435,33.314106,0.5,9.0
20170601 16:00:00,30.3435,33.737785,1.1,4.3498964
20170601 17:00:00,30.293499,34.06679,0.0,2.8116899
20170601 18:00:00,29.5935,33.287476,0.0,5.3517847
20170601 19:00:00,27.9435,32.414608,0.0,4.39436
20170601 20:00:00,26.8935,31.192066,0.0,7.968939
20170601 21:00:00,25.4435,29.879177,0.0,7.24486
20170601 22:00:00,24.6435,29.446266,0.0,4.73506
20170601 23:00:00,23.4935,26.94254,0.0,12.229406
20170602 00:00:00,22.5935,25.261131,0.0,12.819235
20170602 01:00:00,22.293499,24.82407,0.0,13.392774
20170602 02:00:00,21.9935,24.45159,0.0,13.708391
20170602 03:00:00,21.8935,24.258791,0.0,13.797913
20170602 04:00:00,21.8435,23.960327,0.0,14.241629
20170602 05:00:00,21.6435,23.517872,0.0,14.145756
20170602 06:00:00,22.043499,23.533531,0.0,15.745627
20170602 07:00:00,23.3935,24.280096,0.0,18.35647
20170602 08:00:00,24.793499,25.482346,0.0,17.414476
20170602 09:00:00,25.793499,26.613811,0.0,17.81909
20170602 10:00:00,26.7435,27.679731,0.0,18.486622
20170602 11:00:00,27.6935,28.085144,0.0,19.559633
20170602 12:00:00,28.2435,27.065067,0.0,20.957443
20170602 13:00:00,28.043499,26.824905,0.0,20.929596
20170602 14:00:00,27.4935,26.313313,0.0,20.633371
20170602 15:00:00,26.8435,25.160252,0.0,20.172853
20170602 16:00:00,26.1935,23.781448,0.0,18.844202
20170602 17:00:00,25.1935,22.74894,0.0,17.026896
20170602 18:00:00,23.5935,21.826447,0.0,15.256526
20170602 19:00:00,21.7435,21.150196,0.0,11.503113
20170602 20:00:00,21.043499,21.104137,0.0,11.013882
20170602 21:00:00,20.6435,20.900175,0.0,10.594036
20170602 22:00:00,20.1935,20.464424,0.0,10.365251
20170602 23:00:00,19.543499,19.826435,0.0,10.685391
20170603 00:00:00,18.9935,19.495932,0.0,9.585739
20170603 01:00:00,18.4435,19.099392,0.0,8.942214
20170603 02:00:00,17.8435,18.712708,0.0,7.754637
20170603 03:00:00,17.4935,18.634953,0.0,6.439876
20170603 04:00:00,16.793499,17.974173,0.0,6.0347
20170603 05:00:00,16.6935,17.650526,0.0,7.5685663
20170603 06:00:00,19.1435,20.56082,0.0,6.519877
20170603 07:00:00,22.3935,23.05519,0.0,11.542478
20170603 08:00:00,24.4935,23.957653,0.0,15.876775
20170603 09:00:00,25.7435,25.142641,0.0,17.414476
20170603 10:00:00,27.1435,27.16934,0.0,16.171976
20170603 11:00:00,28.4935,28.745815,0.0,16.179985
20170603 12:00:00,28.5935,28.924007,0.0,17.283749
20170603 13:00:00,28.043499,28.111149,0.0,20.674158
20170603 14:00:00,27.8935,26.759867,0.0,20.240196
20170603 15:00:00,26.7435,25.09654,0.0,21.349546
20170603 16:00:00,25.543499,23.45675,0.0,20.907913
20170603 17:00:00,24.4435,22.400864,0.0,19.45333
20170603 18:00:00,22.8935,21.18045,0.0,17.313717
20170603 19:00:00,21.4435,20.832071,0.0,12.959999
20170603 20:00:00,21.1435,20.871632,0.0,11.879999
20170603 21:00:00,20.793499,20.685152,0.0,11.013882
20170603 22:00:00,20.1435,20.296745,0.0,9.605998
20170603 23:00:00,19.543499,19.84242,0.0,9.255571
20170604 00:00:00,18.8935,19.565596,0.0,8.287822
20170604 01:00:00,18.6435,19.294058,0.0,9.114471
20170604 02:00:00,18.543499,18.941303,0.0,10.440001
20170604 03:00:00,18.1435,18.63778,0.0,9.779817
20170604 04:00:00,17.8935,18.53236,0.0,9.746631
20170604 05:00:00,18.2435,18.939642,0.0,10.8955765
20170604 06:00:00,20.5935,21.274532,0.0,12.287555
20170604 07:00:00,22.1435,21.611496,0.0,18.733839
20170604 08:00:00,23.3935,22.594648,0.0,19.443333
20170604 09:00:00,24.3935,23.814362,0.0,18.374111
20170604 10:00:00,25.3935,25.14022,0.0,19.134262
20170604 11:00:00,26.1435,26.054014,0.0,18.733839
20170604 12:00:00,26.4935,26.576206,0.0,20.598795
20170604 13:00:00,26.1935,26.067856,0.0,22.065973
20170604 14:00:00,25.8935,25.307081,0.0,22.751316
20170604 15:00:00,25.3935,24.065247,0.0,22.461807
20170604 16:00:00,24.543499,22.530457,0.0,21.38897
20170604 17:00:00,23.6935,21.393866,0.0,20.211363
20170604 18:00:00,22.6435,20.914156,0.0,17.654688
20170604 19:00:00,21.293499,20.574596,0.0,12.605142
20170604 20:00:00,21.293499,20.685837,0.0,12.324414
20170604 21:00:00,21.043499,20.59508,0.0,11.966953
20170604 22:00:00,20.543499,20.163599,0.0,12.245294
20170604 23:00:00,20.4935,20.292992,0.0,11.5199995
20170605 00:00:00,19.793499,20.093906,0.0,9.114471
20170605 01:00:00,19.4935,19.596813,0.0,11.252519
20170605 02:00:00,19.0935,19.398222,0.0,10.1376915
20170605 03:00:00,19.9935,20.225096,0.0,11.304229
20170605 04:00:00,20.2435,20.779047,0.1,10.446206
20170605 05:00:00,19.9935,20.425909,0.0,11.570515
20170605 06:00:00,20.6435,21.11424,0.0,11.165805
20170605 07:00:00,21.0935,21.274235,0.1,14.417988
20170605 08:00:00,21.8935,21.502892,0.0,20.364674
20170605 09:00:00,22.043499,21.434044,0.0,21.42227
20170605 10:00:00,22.043499,21.176865,0.0,23.18579
20170605 11:00:00,22.3935,21.572962,0.0,20.570463
20170605 12:00:00,23.1435,21.993555,0.0,22.545315
20170605 13:00:00,22.6935,22.27139,0.5,18.11841
20170605 14:00:00,21.4435,21.1717,1.4,17.377226
20170605 15:00:00,20.7435,20.937168,1.4,13.905509
20170605 16:00:00,20.4435,21.234955,2.0,10.805999
20170605 17:00:00,19.7435,19.442133,1.7,17.163355
20170605 18:00:00,19.2435,18.105513,1.4,20.833395
20170605 19:00:00,19.2435,18.594137,2.3,19.130875
20170605 20:00:00,19.3935,19.124962,0.5,18.079027
20170605 21:00:00,19.1935,18.684084,0.4,20.456745
20170605 22:00:00,19.2435,18.715195,1.2,20.00512
20170605 23:00:00,19.793499,18.65417,0.1,23.333443
20170606 00:00:00,19.7435,19.207504,0.5,20.929594
20170606 01:00:00,19.9435,19.382023,0.0,23.199759
20170606 02:00:00,20.3435,20.540752,0.0,20.972897
20170606 03:00:00,20.9935,21.409252,0.1,21.26744
20170606 04:00:00,21.5935,22.091057,0.0,22.553934
20170606 05:00:00,21.9935,22.431248,0.0,23.132626
20170606 06:00:00,22.7435,23.484581,0.0,23.491207
20170606 07:00:00,24.3435,25.647734,0.0,24.216522
20170606 08:00:00,23.6935,26.16694,0.1,16.394829
20170606 09:00:00,24.7435,27.346611,0.0,16.263872
20170606 10:00:00,26.3435,28.45282,0.0,18.678415
20170606 11:00:00,27.5935,29.805614,0.0,17.771753
20170606 12:00:00,28.543499,30.613918,0.0,18.733839
20170606 13:00:00,27.9935,30.093147,0.0,19.493261
20170606 14:00:00,28.1435,29.905956,0.0,21.611998
20170606 15:00:00,26.5935,28.37542,0.1,19.602652
20170606 16:00:00,24.8935,26.768461,0.2,16.595179
20170606 17:00:00,24.3935,26.656893,0.0,13.75558
20170606 18:00:00,23.9935,26.381474,0.0,13.084402
20170606 19:00:00,23.6435,25.629978,0.0,13.363711
20170606 20:00:00,22.6435,24.625013,0.0,12.371645
20170606 21:00:00,22.3435,23.904757,0.0,13.570615
20170606 22:00:00,21.8435,23.032589,0.0,14.003029
20170606 23:00:00,21.3935,22.577892,0.0,12.768586
20170607 00:00:00,20.6435,21.792963,0.0,11.770403
20170607 01:00:00,19.9435,20.891254,0.2,11.792404
20170607 02:00:00,19.293499,19.720503,0.0,12.879752
20170607 03:00:00,18.7435,18.91831,0.0,13.202726
20170607 04:00:00,18.293499,18.371578,0.0,12.904882
20170607 05:00:00,17.9435,17.990965,0.0,12.57426
20170607 06:00:00,18.9435,19.396976,0.0,10.464797
20170607 07:00:00,20.543499,20.271801,0.0,15.2947035
20170607 08:00:00,21.9935,21.982363,0.0,14.186923
20170607 09:00:00,22.8935,22.354422,0.0,16.575644
20170607 10:00:00,22.543499,22.310246,0.0,14.345898
20170607 11:00:00,22.9935,23.024467,0.0,12.397806
20170607 12:00:00,24.6935,25.27439,0.0,12.031756
20170607 13:00:00,27.0935,28.526855,0.0,17.786331
20170607 14:00:00,26.793499,27.355694,0.0,19.0392
20170607 15:00:00,26.2435,25.73742,0.0,18.391735
20170607 16:00:00,26.5935,26.278545,0.0,16.24394
20170607 17:00:00,26.4935,26.312647,0.0,15.463246
20170607 18:00:00,25.3935,26.901941,0.0,8.217153
20170607 19:00:00,23.8435,27.19308,0.0,1.2979984
20170607 20:00:00,22.1935,24.622553,0.0,7.289445
20170607 21:00:00,21.4935,23.942005,0.0,6.830519
20170607 22:00:00,20.6935,23.334358,0.0,5.3517847
20170607 23:00:00,19.8935,22.8314,0.0,3.319036
20170608 00:00:00,19.4935,21.902916,0.0,6.130579
20170608 01:00:00,18.9935,21.282188,0.0,6.638072
20170608 02:00:00,18.6935,20.880516,0.0,6.379216
20170608 03:00:00,18.4435,20.533981,0.0,6.5693827
20170608 04:00:00,18.3435,20.418404,0.0,6.519877
20170608 05:00:00,18.3935,20.379002,0.0,7.289444
20170608 06:00:00,19.8935,22.48023,0.0,5.3999996
20170608 07:00:00,22.3435,25.30892,0.0,5.1165614
20170608 08:00:00,24.8935,27.55992,0.0,2.7416782
20170608 09:00:00,26.3435,29.164486,0.0,4.1046314
20170608 10:00:00,27.3935,30.135181,0.0,8.161764
20170608 11:00:00,27.9935,30.790745,0.0,9.107359
20170608 12:00:00,28.3935,31.389668,0.0,9.107359
20170608 13:00:00,28.9435,31.801506,0.0,10.315115
20170608 14:00:00,28.4435,28.94001,0.0,15.111424
20170608 15:00:00,27.3435,26.31195,0.0,17.057314
20170608 16:00:00,27.7435,26.958412,0.0,15.745627
20170608 17:00:00,26.3935,26.145763,0.0,15.646544
20170608 18:00:00,24.8435,25.411846,0.0,13.18308
20170608 19:00:00,23.1435,24.274189,0.0,11.885453
20170608 20:00:00,22.293499,23.640028,0.0,11.808878
20170608 21:00:00,21.5935,22.764135,0.0,14.291592
20170608 22:00:00,21.293499,22.655655,0.0,12.979984
20170608 23:00:00,20.9935,22.25314,0.0,13.0447235
20170609 00:00:00,20.9435,22.226076,0.0,13.527572
20170609 01:00:00,20.793499,22.328781,0.0,12.768586
20170609 02:00:00,20.6435,22.440563,0.0,11.631956
20170609 03:00:00,20.793499,22.711601,0.0,10.966713
20170609 04:00:00,20.6435,22.723661,0.0,10.1887
20170609 05:00:00,20.8435,22.931238,0.0,10.805998
20170609 06:00:00,21.9435,24.37109,0.0,9.659814
20170609 07:00:00,23.293499,25.512697,0.0,11.770403
20170609 08:00:00,24.6435,27.164177,0.0,9.6932955
20170609 09:00:00,25.4435,27.955242,0.0,10.446206
20170609 10:00:00,27.043499,29.862347,0.0,9.3876505
20170609 11:00:00,28.5935,33.5394,0.0,3.6
20170609 12:00:00,29.4935,34.732563,0.0,3.096837
20170609 13:00:00,30.1435,33.88661,0.0,8.669949
20170609 14:00:00,30.793499,34.99605,0.0,7.92
20170609 15:00:00,31.043499,34.401726,0.1,11.928989
20170609 16:00:00,30.0935,32.171234,0.1,14.440443
20170609 17:00:00,29.1435,31.545849,0.0,15.137133
20170609 18:00:00,27.6435,30.15487,0.0,14.404499
20170609 19:00:00,26.043499,28.890938,0.0,11.928989
20170609 20:00:00,25.8935,30.238182,0.0,8.473393
20170609 21:00:00,25.5935,29.923512,0.0,8.373386
